Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1,_order:1010
55f29839-46e8-483b-b13e-6c5a9f83a1a7,0,Drill Tablet Bt 24,Drill Pastille Bt 24, Ampoule,,,
c985e2b3-1c59-4edc-9878-f586c8809e65,0,Drill Pad Ss B/24,Drill Pastille Ss B/24, Ampoule,,,
d70afe45-5ba7-4408-9eae-30f7cb13464e,0,Drill Ss Sugar Tablet B/24,Drill Ss Sucre Pastille B/24, Ampoule,,,
2ac32606-523b-4a5a-977d-d7ae0a287688,0,Ducray Dexyane Cr Emoll F/400Ml,Ducray Dexyane Cr Emoll F/400Ml, Comprimé,400ml,,
f178fd9a-9e0e-4b6e-ab57-f3f1157d2d0d,0,Ducray K Pp Px Acn 30Ml,Ducray K Pp Px Acn 30Ml, Flacon,30ml,,
45589408-73b7-4023-a570-ca7127a94066,0,Ducray Keracnyl Pp Cr Al 30Ml,Ducray Keracnyl Pp Cr Al 30Ml, Pieces,30ml,,
f26b52a8-6709-4377-b860-ecb3464a903b,0,Duo Cotecxin 40/320Mg Cp B/12,Duo Cotecxin 40/320Mg Cp B/12, Pieces,320mg,,
b974a824-cd1e-4a51-bb00-f6612026423a,0,Duo Cotecxin 40/320Mg Cpr B/9,Duo Cotecxin 40/320Mg Cpr B/9, Comprimé,320mg,,
c0442781-4d97-4003-8e9f-3951bf2aaa61,0,Duocotecxin Cp B/9,Duocotecxin Cp B/9, Pieces,,,
9d00ec64-5098-42d8-93a8-c52220085149,0,Duphalac 10G/15Ml Susp S/20,Duphalac 10G/15Ml Susp S/20, Pieces,10g/15ml,,
55b68c76-32ed-49d5-b6ce-690e83887700,0,Duphalac Sachet B/1,Duphalac Sachet B/1, Pieces,,,
0c1eb058-522e-447c-8333-6a7ba8b3f09c,0,Duphalac Sachet B/20,Duphalac Sachet B/20, Boîte,,,
bda77323-d507-450e-a420-805b7c7593e0,0,Duphalac Sachet Buv 15Ml B/2,Duphalac Sachet Buv 15Ml B/2, Pieces,15ml,,
b295fabd-b73f-4609-8690-76bc2c53ac64,0,Duphalac Sp Fl/200Ml,Duphalac Sp Fl/200Ml, Pieces,200ml,,
30254568-2d77-44ed-af7f-90e6abc998fd,0,Duphaston 10 Mg Cp B/10,Duphaston 10 Mg Cp B/10, Ampoule,10 mg,,
8541abba-2bd1-4361-b285-cb863c870a46,0,Duphaston 10Mg Comp B/10,Duphaston 10Mg Comp B/10, Ampoule,10mg,,
efb1cf01-1a6b-48b8-ac5a-d8cd688010a1,0,Dyldes 0.5Mg/Ml Sp F/60Ml,Dyldes 0.5Mg/Ml Sp F/60Ml, Comprimé,5mg/60ml,,
5a11802e-6503-42a0-937d-db5420f02627,0,Dylds 5Mg Cp B/15,Dyldes 5Mg Cp B/15, Ampoule,5mg,,
b7569ee2-66b0-4872-a08d-a0b5b593cfba,0,Dynacast 10Cm,Dynacast 10 Cm, Pieces,,,
de8d6305-aa30-4bda-85b5-521e672385f7,0,Dynacast 5Cm,Dynacast 5Cm, Pieces,,,
b27a633e-d6d5-48d7-9229-489dcbd51a93,0,Dynamogen Amp Buv B/20,Dynamogen Amp Buv B/20, Pieces,,,
a2420f16-7d4f-48d3-825c-5a54f79f00dd,0,Dynamogen Amp Buv B/20,Dynamogen Amp Buv B/20, Pieces,,,
b1a82672-e845-40d8-909c-547f4442b057,0,Dynamogene Amp Buv B/5,Dynamogene Amp Buv B/5, Pieces,,,
1ae8e3b2-afb8-4975-a3d2-ef2ba092dbfb,0,Dynapar 75Mg Inj B/5,Dynapar 75Mg Inj B/5, Pieces,75mg,,
ed40bbbc-2382-4d9d-a185-f80edcaffc6d,0,Dynapar Gel T/30G,Dynapar Gel T/30G, Pieces,30g,,
e83f2dbb-950f-4840-88b8-51ed0adbef99,0,Dynapar Inj B/1,Dynapar Inj B/1, Pieces,,,
1f1ea4cf-0d15-473e-a78a-3b942eac472c,0,Dynapar Qps 15Ml,Dynapar Qps 15Ml, Ampoule,15ml,,
70484c66-eff8-42e2-9a2d-1786121f8749,0,Dynapar Qps 4% Sol Spr F/15Ml,Dynapar Qps 4% Sol Spr F/15Ml, Pieces,4%/15ml,,
6b25de64-d184-4fea-be56-1feaa8e3005c,0,Dynapar Qps 4% Spr F/30Ml,Dynapar Qps 4% Spr F/30Ml, Pieces,4%/30ml,,
a187f6a3-71f4-4d07-823a-fa535c1e574b,0,E 2006 T 51-16-138 Black Blue Tuquoise,E 2006 T 51-16-138 Noir Bleu Tuquoise, Pieces,,,
82e85b29-29fd-43cf-8dbf-51be0371f372,0,E 2021 T 51-19-140 Brown Orange,E 2021 T 51-19-140 Marron Orange, Pieces,,,
e4059dec-14a8-427b-8576-134ec4951d38,0,E 2022 T 50-16-139 Black Pink,E 2022 T 50-16-139 Noir Rose, Pieces,,,
e7f56c79-9d5e-454c-b923-b1817327036c,0,E 2028 T 52-18-138 Purple Black,E 2028 T 52-18-138 Violet Noir, Pieces,,,
186537a7-61b7-4b9a-bf07-31a769e48b42,0,E 2080 T 48-17-137 Black Red,E 2080 T 48-17-137 Noir Rouge, Pieces,,,
7469b8e7-5eec-48a8-a1d6-fd06c68a429e,0,Minsante Bleach,Eau De Javel Minsante, Pieces,,,
7760b978-8fb5-4f68-aae4-1aafa3cc88b6,0,Distilled Water 5Ml Amp Inj,Eau Distillee 5Ml Amp Inj, Pieces,5ml,,
596d6acc-b02c-416e-9366-b19e97286477,0,Mineral Water Can 20L,Eau Minerale Bidon 20L, Pieces,20l,,
0973a208-384d-46cb-84b8-242dcd419e04,0,Oxygenated Water 10V Fl/120Ml,Eau Oxygenee 10V Fl/120Ml, Pieces,120ml,,
ee8e71a6-49c1-4815-b196-6291d0ed369a,0,Oxygenated Water 10V Fl/250Ml,Eau Oxygenee 10V Fl/250Ml, Pieces,250ml,,
e2387dc5-a189-49ef-bb1b-ab8da60e2244,0,Oxygenated Water 20V Fl/250Ml,Eau Oxygenee 20V Fl/250Ml, Pieces,250ml,,
5d1e849e-fa22-4933-977f-a16f124d8dc2,0,Ppi Water 5Ml B/100,Eau Ppi 5Ml B/100, Pieces,5ml,,
a1183e98-1de6-45e5-91af-ee40d8d61dc1,0,Ppi Water 5Ml B/50,Eau Ppi 5Ml B/50, Pieces,5ml,,
a1959770-2035-4599-bc24-5b3c9877cff1,0,Water Ppi Fres 10Ml B/80,Eau Ppi Fres 10Ml B/80, Pieces,10ml,,
7185891b-228f-4ed6-8a3a-4fc5d8590bcc,0,Water Ppi Inj 10Ml B/1,Eau Ppi Inj 10Ml B/1, Pieces,10ml,,
497102aa-92f5-46a9-9002-b8c007619ffb,0,Water Ppi Inj 5Ml B/80,Eau Ppi Inj 5Ml B/80, Pieces,5ml,,
f4ff82a3-5d8e-4019-9c07-63e02f8c0a52,0,Water Preparing Inj 5Ml B/100,Eau Prepartion Inj 5Ml B/100, Pieces,5ml,,
f299eca5-5688-4141-8a8d-96ad8b0ca381,0,Swabs,Ecouvillons, Pieces,,,
0ca66d2e-4279-4b14-b0c5-d71e85c12679,0,Reinforcing Screen 35*43,Ecran Renforcateur 35*43, Pieces,,,
93dcd79c-8050-4624-ae5e-2b927fc134b8,0,Edta(Edetal Gel),Edta(Edetal Gel), Pieces,,,
dd4c38da-ce90-4f24-84e0-af27dcb59ce5,0,Effederm 0.05 Cream T/30G,Effederm 0.05 Creme T/30G, Comprimé,30g,,
b48d15c8-09f7-4040-891d-425f64bf39fc,0,Effederm 0.05 Cream T/30G,Effederm 0.05 Creme T/30G, Ampoule,30g,,
0590ea00-0a7c-4eb1-b24b-107b99fce4cc,0,Efferalgan 1G Cp Eff T/8,Efferalgan 1G Cp Eff T/8, Pieces,1g,,
173201d9-1dc8-425a-a946-56cbb745dbec,0,Efferalgan 1G Cp Effv B/8,Efferalgan 1G Cp Effv  B/8, Pieces,1g,,
a7c529f1-bb3c-4af5-bb11-25bdba761954,0,Efferalgan 300Mg Suppo B/10,Efferalgan 300Mg Suppo B/10, Pieces,300mg,,
f1c60678-9091-4425-a6d0-7d05b28747a7,0,Efferalgan 500Mg Cp Detail/1,Efferalgan 500Mg Cp Detail/1, Pieces,500mg,,
02d8403c-87ac-424d-b673-222898efd19c,0,Efferalgan 500Mg Cp Effv B/,Efferalgan 500Mg Cp Effv B/, Pieces,500mg,,
2c315267-532f-46d2-8cb7-934f99a97a94,0,Efferalgan 500Mg Cp Sec,Efferalgan 500Mg Cp Sec, Ampoule,500mg,,
90c4f263-0585-4c7d-a555-3f0d2136bc3c,0,Efferalgan Codeine Cp Eff B/,Efferalgan Codeine Cp Eff B/, Pieces,,,
0becc42e-5882-42da-906c-88ebee714083,0,Efferalgan Codeine Cpr Pell B/16,Efferalgan Codeine Cpr Pell B/16, Ampoule,,,
83882ed3-5cc6-4a08-b4d2-42d172fb1a32,0,Efferalgan Ped S.Buv 90Ml Afr,Efferalgan Ped S.Buv 90Ml Afr, Comprimé,90ml,,
d7a0259a-ef92-4782-86b8-6bc12a6286e3,0,Efferalgan Ped Sp Fl/90Ml,Efferalgan Ped Sp Fl/90Ml, Pieces,90ml,,
1eb633a4-703b-4370-a18c-5b9e0ae2a22a,0,Cardiological Electrode B/30,Electrode Cardiologique B/30, Pieces,,,
218b11d8-23d7-4b11-9ef0-6a60ab0b3503,0,Electrodes P/1,Electrodes P/1, Ampoule,,,
ebae6c54-d3ba-406c-879c-97f97889d1f3,0,Eludril Bath Bche F/90Ml,Eludril Bain Bche F/90Ml, Ampoule,90ml,,
71ad10f4-a980-4e1e-8706-08919665f838,0,Eludril Mouthwash Sol F/100Ml,Eludril Bain Bouche Sol F/100Ml, Pieces,100ml,,
34d64eae-8013-41c2-ac37-5ab8af1ffc72,0,Eludril Collut Fl/55Ml,Eludril Collut Fl/55Ml, Pieces,55ml,,
79b0f262-8523-42d8-9799-82979adab13f,0,Emb Agar,Emb Agar, Pieces,,,
a44758f5-2749-44db-96b3-a8aa517e3ddd,0,Wrapping 15*22 B/500,Embellage 15*22 B/500, Pieces,,,
33298321-db01-4d49-95e5-7fa1f176c9c9,0,Emporio Armanie Ea1051 Black Silver,Emporio Armanie Ea1051 Noir Argent, Pieces,,,
d1c8096f-02cf-48f9-b624-ab958e2cceee,0,Chinese Ink,Encre De Chine, Pieces,,,
ee36ebcc-8729-44e6-b2c6-c07301946a4b,0,England 5012 T 53-17-143 Red Black,England 5012 T 53-17-143 Rouge Noir, Pieces,,,
39b695fc-8ed7-477d-b944-d20eef67ead0,0,England E 2018 T 55-16-140,England E 2018 T 55-16-140, Pieces,,,
4481107a-8ef1-4e7f-ab96-20e29cc3a36b,0,England E 2080 T 52-22-147 Violet Pink Transp,England E 2080 T 52-22-147 Violet Rose Transp, Pieces,,,
5a1bd5ed-b116-42e6-a82d-0977e709c5eb,0,England E 6008 Col.5,England E 6008 Col.5, Pieces,,,
bb73945b-ee43-49e1-a8cb-e00981cbec96,0,England E 8813 T 53-17-147 Black Red,England E 8813 T 53-17-147 Noir Rouge, Pieces,,,
d699ac10-4e76-44ec-a81b-2a4b8d57c48f,0,England E2019 T 53-16-142,England E2019 T 53-16-142, Pieces,,,
cffc335c-bcf6-431d-86dd-b4f929fbd3a1,0,Enhancin 1.2G Inj B/1,"Enhancin 1,2G Inj B/1", Pieces,1.2g,,
0a4fe54b-d5be-4679-98d4-a67d0d598da6,0,Entamizole 200 Mg Pc,Entamizole 200 Mg Cp, Comprimé,200 mg,,
dd301337-3bd7-4918-9233-4fc978c7d8aa,0,Entamizole Ds 500Mg/400Mg Cp B/15,Entamizole Ds 500Mg/400Mg Cp B/15, Pieces,500mg/400mg,,
493d5117-31fd-478d-b1da-a0c7be7c6e13,0,Entamizole Ds Cp B/15,Entamizole Ds Cp B/15, Ampoule,,,
0640ca2b-e14a-415e-aae5-83df681b032d,0,Epicranian 19G,Epicranien 19G, Pieces,19g,,
8f48cfde-5746-4b43-92b7-24187fe92f0e,0,Epicranian 21G,Epicranien 21G, Pieces,21g,,
1eab05f2-7cb6-4b29-87d9-dc3fc820939d,0,Epicranian 23G Blue B/1,Epicranien 23G Bleu  B/1, Pieces,23g,,
bff0b2af-5adc-4c35-bb9e-22986626a9fb,0,Epicranian 25G B/1,Epicranien 25G B/1, Pieces,25g,,
6177d2f7-0ff4-4d38-a144-00814580afa0,0,Epicranian 5/10 25G Orange L,Epicranien 5/10 25G Orange L, Pieces,25g,,
7de4dd2f-9594-4a79-b415-5e89a6666977,0,Epirubicin 100Mg/50Ml Sol Inj Fl/1,Epirubicine 100Mg/50Ml Sol Inj Fl/1, Boîte,100mg/50ml,,
b7c10ec6-e8cc-4a02-a846-e160c52b85eb,0,Epirubicin 100Mg/50Ml Sol Inj Fl/1,Epirubicine 100Mg/50Ml Sol Inj Fl/1, Ampoule,100mg/50ml,,
c4876953-3903-4a71-a38d-87e8d0af87c0,0,Epirubicin 100Mg/50Ml Sol Inj Fl/1,Epirubicine 100Mg/50Ml Sol Inj Fl/1, Boîte,100mg/50ml,,
43d3ce4f-57e4-4a3c-ae2e-003d1e6a0cb6,0,Epirubicin Inj 50Mg Epeedo B/1,Epirubicine Inj 50Mg Epeedo B/1, Ampoule,50mg,,
dc7ebdbe-ebdb-413c-9a5a-4ace6b769d42,0,Erekta 50Mg Cpr B/4,Erekta 50Mg Cpr B/4, Comprimé,50mg,,
9c653887-8069-4ee7-b731-f3c1bb287ef6,0,Erestid 5Mg Cp B/10,Erestid 5Mg Cp B/10, Ampoule,5mg,,
724480c7-50a6-44ed-a347-e535f714c802,0,Erocab 120 Mg Cp B/7,Erocab 120 Mg Cp B/7, Comprimé,120 mg,,
5fca0640-b32c-4f4e-8714-0527503034de,0,Erocin 500Mg(Erythromycin)B/10,Erocin 500Mg(Erythromycine)B/10, Pieces,500mg,,
fdbc93dd-b22d-493a-9842-932d34ccbb8b,0,Ery 500Mg Cpr Pell B/7,Ery 500Mg Cpr Pell B/7, Boîte,500mg,,
bc3a4eec-5792-4fab-80ae-5ce970e4582c,0,Eryfluid Sol Ext Fl 100Ml,Eryfluid Sol Ext Fl 100Ml, Ampoule,100ml,,
2123bf63-8072-4c7f-bef2-9f1bde268c59,0,Erythropoetine 2000Ui Inj B/1 (Relipoetin),Erythropoetine 2000Ui Inj B/1( Relipoetin), Comprimé,,,
c53bc86d-69ec-46ac-bd7a-4ca780dd53f1,0,Erythropoietin 2000 Iu Inj B/1,Erythropoietine 2000 Ui Inj B/1, Ampoule,,,
aa38cc0f-d312-4a64-8100-1c9b7409f9a9,0,Erythroriv 200Mg Sp Fl/100,Erythroriv 200Mg Sp Fl/100, Pieces,200mg,,
516ac69b-6b34-4bd0-a3f4-d8e327efedf0,0,Es-Ulcizone 20Mg Cp B/14,Es-Ulcizone 20Mg Cp B/14, Flacon,20mg,,
59f31700-79eb-4a83-a4b8-a09883f1d47c,0,Es-Ulcizone 40Mg Cp B/14,Es-Ulcizone 40Mg Cp B/14, KIT CP,40mg,,
88583cba-a776-4d23-ac74-f9fbed4f94a8,0,Esidrex 25Mg Cp B/20,Esidrex 25Mg Cp B/20, Boîte,25mg,,
f02426c4-3a4d-421c-96cc-d91b5d15a0a5,0,Esmeron 50Mg/5Ml Detail,Esmeron 50Mg/5Ml Detail, Pieces,50mg/5ml,,
4887e152-26e8-41dd-9a50-1067fbf47b82,0,Esomed 40Mg Cp B/30,Esomed 40Mg Cp B/30, Ampoule,40mg,,
1714f333-5562-4bca-a9de-2452188136a2,0,Esomed 40Mg Inj B/1,Esomed 40Mg Inj B/1, Pieces,40mg,,
2f7c282e-b21e-4a43-a251-7ddb15489d0b,0,Esprocid Cp B/10,Esprocid Cp B/10, Boîte,,,
58b4055e-e154-468e-a5aa-e04da6da0533,0,Ether Cooper 125Ml,Ether Cooper 125Ml, Ampoule,125ml,,
d79ec931-248f-4db8-b4fa-4bf027fc9896,0,Ethyl Ether F/125Ml Cpf,Ether Ethylique F/125Ml Cpf, Pieces,125ml,,
b6964e84-ecff-4038-a5a8-ce21a83691f1,0,Ether Rect Fl/125Ml,Ether Rect Fl/125Ml, Pieces,125ml,,
260dbf52-8e51-4eaf-b41e-085ece3967e2,0,Ether Rect Fl/125Ml Umcs,Ether Rect Fl/125Ml Umcs, Pieces,125ml,,
dc999b9b-9a37-4531-b470-02910d92431b,0,Ether Rect Fl/400Ml,Ether Rect Fl/400Ml, Pieces,400ml,,
0e13144a-28d8-465a-bdcb-96c08105b265,0,Ether Rect Fl/800Ml,Ether Rect Fl/800Ml, Pieces,800ml,,
485dc304-bb79-4138-bb9f-606054d79faa,0,Ethilon Blue 0 90 Cm,Ethilon Bleu 0 90 Cm, Pieces,,,
04e96b56-601d-4e3b-a02b-46742b6e972a,0,Ethinyl Oest 50Mg Cp B/15,Ethinyl Oest 50Mg Cp B/15, Pieces,50mg,,
1cebc114-f36b-4e6c-b302-2c6b89cc7ac5,0,Non-Resorbal Ethylon 2/0,Ethylon 2/0 Non Resorbale, Pieces,,,
b2025ec1-34eb-4491-9fcc-ba111ed5884a,0,Label,Etiquette, Pieces,,,
eb9c7f04-519d-42d8-8e6e-910ad66585fd,0,Etomidate Inj,Etomidate Inj, Pieces,,,
94855d2a-bdf6-4e52-9c7d-45edbe6d4763,0,Etoposide 100Mg Inj B/1,Etoposide 100Mg Inj B/1, Pieces,100mg,,
f0fb0575-5c55-4e58-a011-9a70b049e0b3,0,Etoposide 20Mg/Ml Fl/1,Etoposide 20Mg/Ml Fl/1, Boîte,20mg,,
cc976993-2965-4177-89b9-c45237c0f766,0,Etoposide 20Mg/Ml Fl/1,Etoposide 20Mg/Ml Fl/1, Boîte,20mg,,
d2d8c0e2-7543-453f-beb1-373da88f3b91,0,Eugenol 100Ml,Eugenol 100Ml, Pieces,100ml,,
0cf5290f-1b36-443a-8b02-749ed722d8cb,0,Euphon Menthol Past B/70,Euphon Menthol Past B/70, Flacon,,,
4fd76dee-df22-47e0-b824-d1a7d74ccc83,0,Euphon Tablets Ss Sugar B/70,Euphon Pastille Ss Sucre B/70, Comprimé,,,
238a2aa9-89ee-49f9-8b9e-90f6d27a25c8,0,Eurartesim 320/40Mg Cpr B/9,Eurartesim 320/40Mg Cpr B/9, Pieces,40mg,,
afcb59cf-ca5b-4617-a855-5b4e8fb93a3c,0,Eurax Cream T/30G,Eurax Creme T/30G, Pieces,303g,,
349ab9fe-640d-4757-985b-36833d36a038,0,Europlays 10Cm*20Cm P/50,Europlaies 10Cm*20Cm P/50, Ampoule,,,
a92842cd-adf5-4090-8af4-a5c251cfeea1,0,Europlaies 5Cm*7Cm P/100,Europlaies 5Cm*7Cm P/100, Ampoule,,,
549d0824-dc77-4aab-a91d-d8205bbb620d,0,Eurythmic 200Mg Gel B/30,Eurythmic 200Mg Gel B/30, Comprimé,200mg,,
94f87058-3602-4821-bfac-c0a562e9bb81,0,Exacyl 500Mg Amp Inj B/1,Exacyl  500Mg  Amp Inj B/1, Pieces,500mg,,
7f1217c3-7178-4cfb-bc06-3b055a059039,0,Exacyl 1G Amp Buv 10Ml B/5,Exacyl 1G  Amp Buv  10Ml B/5, Pieces,1g/10ml,,
024188e3-3c40-4cdf-9a9b-35c1b7bab8d2,0,Exacyl 500Mg Cp B/20,Exacyl 500Mg Cp B/20, Pieces,500mg,,
7d29ea1b-466f-44d5-b3d6-e1eed7aa6b85,0,Exacyl Traxenamic Ac 500Mg Amp,Exacyl Traxenamique Ac 500Mg Amp, Pieces,500mg,,
66723d82-39e2-45a3-b1e6-934189730dd4,0,Exforge Fct 10/160 Mg Cp Pel/28,Exforge Fct 10/160 Mg Cp Pel/28, Comprimé,160 mg,,
a7cff9a0-0215-45fe-bf5c-d57244328d0b,0,Exforge Fct 10/160Mg Cp Pel/28,Exforge Fct 10/160Mg Cp Pel/28, Comprimé,160mg,,
6ea0b7a2-7e03-44bd-8acd-430b5a29131a,0,Exforge Hct 10/160/25Mg B/28,Exforge Hct 10/160/25Mg B/28, Pieces,25mg,,
42290b25-efe5-4a76-a7da-9c43970ac021,0,Exforge Hctb10/160/25Mg Cp B/,Exforge Hctb10/160/25Mg Cp B/, Pieces,25mg,,
9913040c-568d-4e79-b54e-2252db524939,0,Exforge Htc 10Mg/160Mg/12.5Mg Cp B/28,Exforge Htc 10Mg/160Mg/12.5Mg Cp B/28, Pieces,10mg/160mg/12.5mg,,
70378844-6945-4459-a3b3-b1ea08090964,0,Exoderil Cream T/15G,Exoderil Creme T/15G, Pieces,15g,,
e101a843-f3b8-4ebd-84ca-2711a844d72c,0,Exoderil Cream Tb 15G,Exoderil Creme Tb 15G, Boîte,15g,,
fc3ac086-c8f1-4f98-817d-977c8415ef17,0,Exoderil Solution Fl 10Ml,Exoderil Solution Fl 10Ml, Pieces,10ml,,
b094190e-9405-4129-ad32-89ecc79908cf,0,Exofene Silc Ext Talc Bt 160G,Exofene Silc Ext Talc Bt 160G, Ampoule,160g,,
b8dc8845-03eb-4ddd-9bf4-8147da2ee0e5,0,Exomuc 200 Mg Large Sach B/30,Exomuc 200 Mg Grand Sach B/30, Comprimé,200 mg,,
8383d1da-fb5d-4751-84b0-2df44ceccae1,0,Exomuc 200Mg Gle Buv Sach B/,Exomuc 200Mg Gle Buv Sach B/, Pieces,200mg,,
25814858-a9f5-42b5-b134-99b6f7f98238,0,Exxib 200Mg Cp B/10,Exxib 200Mg Cp B/10, Ampoule,200mg,,
36bf8d73-e5f8-405e-89e1-1f5bdcdfbb0d,0,Exxib 200Mg Cp B/10,Exxib 200Mg Cp B/10, Pieces,200mg,,
caae9716-524b-4ca6-b80e-41720cc175ac,0,Ey406,Ey406, Pieces,,,
516e0c70-d015-470c-afed-5e075928db47,0,F7531,F7531, Pieces,,,
4e67551f-5245-44aa-b651-215123cd1365,0,Side 2 Side,Face 2 Face, Pieces,,,
3a284f2c-48c1-4bef-957c-c14fe1c71b4d,0,Rheumatoid Factor,Facteur Rhumatoide, Pieces,,,
ea351745-d753-4811-9dbb-ace8b2d4add3,0,Fansidar 500Mg/25Mg Inj 2Ml,Fansidar 500Mg/25Mg Inj 2Ml, Pieces,500mg/25mg,,
998b4345-8dab-4ef2-9732-9f07360d0b35,0,Fansidar Comp B/3,Fansidar Comp B/3, Ampoule,,,
3a286e09-0e2f-4896-9637-7ee101ca8533,0,Fansidar Inj Amp Inj 2.5Ml B/2,"Fansidar Inj  Amp Inj 2,5Ml B/2", Pieces,2.5ml,,
3d891f13-fb56-4905-a992-bc83a25556aa,0,Fashion 1 Casual B 8335 T 55-17-138 Black,Fashion 1 Casual B 8335 T 55-17-138 Noir, Pieces,,,
a8822ff6-43c6-4a9a-a029-ae26c855c044,0,Febrilex Cp B/4,Febrilex Cp B/4, Pieces,,,
7360e4c2-4192-49b4-a94b-467ed53d52f5,0,Febrilex Sp Junior Fl/,Febrilex Sp Junior Fl/, Pieces,,,
bafde594-84ee-4525-8784-32be40a5d803,0,Fedate Gel,Fedate Gel, Pieces,,,
9b875cba-4a0b-4573-901e-2a8aaa4268f6,0,Fedate Gel B/30,Fedate Gel B/30, Pieces,,,
4375aa37-64a1-408f-8912-05109ca65a3b,0,Fedate Sp Fl/200Ml,Fedate Sp Fl/200Ml, Pieces,200ml,,
df1b16db-ad8d-422e-b784-243f61b7b9a8,0,Fedate Sp Fl/200Ml,Fedate Sp Fl/200Ml, Ampoule,200ml,,
adb82c9f-37bf-4f23-bef7-81c0e67f1025,0,Feldene 20Mg Amp Inj B/2,Feldene 20Mg Amp Inj B/2, Pieces,20mg,,
7bdbb9ac-f9fb-4b4e-8c10-b0d0e6b2975a,0,Feldene 20Mg Disp Cp B/15,Feldene 20Mg Disp Cp B/15, Comprimé,20mg,,
b482587e-625e-48dc-be55-8e482f8f8098,0,Fena 100/500Mg Cp B/10,Fena 100/500Mg Cp B/10, Pieces,500mg,,
e64586bf-d6ae-432b-a32b-350eafb98eda,0,Fentanyl 0.5Mg Amp Inj Fl/10Ml,Fentanyl 0.5Mg Amp Inj Fl/10Ml, Pieces,0.5mg/10ml,,
00044c7b-3d73-4b37-99d2-fa350cdd44ff,0,Fentanyl 0.5Mg Amp Inj Fl/2Ml,Fentanyl 0.5Mg Amp Inj Fl/2Ml, Pieces,0.5mg/2ml,,
ea5c40cd-aad4-4533-ae3a-ab15c1d30471,0,Fentanyl 100Mcg/2Ml,Fentanyl 100Mcg/2Ml, Boîte,100mcg/2ml,,
d7764829-a778-4bad-b845-864d470c8ec7,0,Fentanyl Amp Inj Umcs,Fentanyl Amp Inj Umcs, Pieces,,,
43e26c18-ea5f-4a43-98bc-7e13bd64c6a1,0,Iron+Folic Acid B/100,Fer+Acide Folique B/100, Pieces,,,
b2685b0d-9642-42db-a105-43e8256346d1,0,Iron+Folic Acid Cp B/10,Fer+Acide Folique Cp B/10, Pieces,,,
2cc4f73b-1e41-4701-a22f-e2ad1eb04eff,0,Iron+Folic Acid Cp B/30,Fer+Acide Folique Cp B/30, Pieces,,,
23bcdae4-8446-44d0-acef-2f06fa2acd1a,0,Fercefol Comp B/30,Fercefol Comp B/30, Boîte,,,
a91c5b97-5543-41bb-ab40-5042ffe5f26c,0,Fercefol Cp B/30,Fercefol Cp B/30, Pieces,,,
815a4591-3b30-46d8-a7a7-cea16af9ca08,0,Fercefol Syrup F/150Ml,Fercefol Sirop F/150Ml, Comprimé,150ml,,
0973370f-5136-43da-ae72-e237bc65fc70,0,Fermed 100Ml/5Ml Inj B/5,Fermed 100Ml/5Ml Inj B/5, Pieces,100ml/5ml,,
69611db8-b752-4e98-992a-43138424d7c8,0,Ferromix Sp F/120Ml,Ferromix Sp F/120Ml, Boîte,120ml,,
37bafafa-94a5-45d0-a3fb-973ac9e363c0,0,Fervex Ad Gr Sol Buv Sach B/8,Fervex Ad Gr Sol Buv Sach B/8, Comprimé,,,
9df353da-06be-404a-8d6e-7b48d7f5105b,0,Fervex Adlt Sachet B/8,Fervex Adlt Sachet B/8, Pieces,,,
335ea31f-c5a4-40f6-9cca-ba099c006f28,0,Fervex Raspberry Ad Gr Sol Buv Sach B/8,Fervex Framboise Ad Gr Sol Buv Sach B/8, Flacon,,,
d1613126-136a-4392-8da0-5eb0f2e52d7b,0,Fervex Rh Enf Ss Framb Sach/8,Fervex Rh Enf Ss Framb Sach/8, Ampoule,,,
17776ead-80fd-44a4-b675-97df3c7d1385,0,Traumato Steel Wire,Fil Acier Traumato, Boîte,,,
9f3987a9-c475-4467-9e36-571613d5e580,0,Neurochir Steel Wire,Fil D Acier Neurochir, Ampoule,,,
13e2a65b-6c24-4cd8-b654-0fd68e6b4306,0,Neurochir Steel Wire,Fil D Acier Neurochir, Boîte,,,
54ebf921-6e40-4b6e-90cb-9acdcc382c5c,0,Ent Steel Wire,Fil D'Acier Orl, Ampoule,,,
e41ba889-cfe7-4a72-8f0f-dee11a02aaa2,0,Steel Wire Traumato,Fil D'Acier Traumato, Pieces,,,
191c4895-a12b-4911-9426-01972640fecc,0,Non-Absorbable Suture Thread 0,Fil De Suture Non Resorbable 0, Pieces,,,
ace64b30-8390-4b27-abfb-5da309100a37,0,Non-Absorbable Suture Thread 1,Fil De Suture Non Resorbable 1, Pieces,,,
0435005a-f603-4126-b651-a687845c3c5b,0,Non-Absorbable Suture Thread 2,Fil De Suture Non Resorbable 2, Pieces,,,
73835231-67be-47e3-ad45-e249c2a9d2c3,0,2/0 Non-Absorbable Suture Thread,Fil De Suture Non Resorbable 2/0, Pieces,,,
9ddb2563-2eaf-4c9d-bc02-df2fe2c21553,0,3/0 Non-Absorbable Suture Thread,Fil De Suture Non Resorbable 3/0, Pieces,,,
35f06e7f-5983-4f7c-86a5-9ebf38d3181a,0,3/0 Non-Absorbable Suture Thread,Fil De Suture Non Resorbable 3/0, Pieces,,,
