"uuid","Fully specified name:fr","Fully specified name:en","Data class","Data type","Same as mappings","_version:1","_order:1150"
"ef306968-a13f-4f12-a3d6-da97c305fb1a","*Amylose cutanée (E85.-†)","*Amyloidosis of skin (E85.-†)","Diagnosis","N/A","ICD 10 - WHO:L99.0",,
"af0790d0-284e-4d2f-b8a0-b58b4e6bc0bb","*Autres affections précisées de la peau et du tissu cellulaire sous-cutané au cours de maladies classées ailleurs","*Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:L99.8",,
"d95dab42-21ff-4a0b-bedc-16fb80603093","Arthrite et polyarthrite à staphylocoques","Staphylococcal arthritis and polyarthritis","Diagnosis","N/A","ICD 10 - WHO:M00.0",,
"ad90e88f-5afe-47ed-8df5-ea6eaccd69e7","Arthrite et polyarthrite à pneumocoques","Pneumococcal arthritis and polyarthritis","Diagnosis","N/A","ICD 10 - WHO:M00.1",,
"a6f76c72-837f-42cb-be39-d1ef211d2d7e","Autres arthrites et polyarthrites à streptocoques","Other streptococcal arthritis and polyarthritis","Diagnosis","N/A","ICD 10 - WHO:M00.2",,
"a48d1139-b405-4572-aea0-9307e141de6e","Arthrite et polyarthrite dues à d'autres bactéries précisées","Arthritis and polyarthritis due to other specified bacterial agents","Diagnosis","N/A","ICD 10 - WHO:M00.8",,
"647e339d-5682-43c6-b6da-26f1f3d9e9b5","Arthrite à bactéries pyogènes, sans précision","Pyogenic arthritis, unspecified","Diagnosis","N/A","ICD 10 - WHO:M00.9",,
"b01db073-0977-4965-a4d0-b1c26e139228","*Arthrite méningococcique (A39.8†)","*Meningococcal arthritis (A39.8†)","Diagnosis","N/A","ICD 10 - WHO:M01.0",,
"e46ceb96-5aa7-423d-844d-fc28859d3f69","*Arthrite tuberculeuse (A18.0†)","*Tuberculous arthritis (A18.0†)","Diagnosis","N/A","ICD 10 - WHO:M01.1",,
"e27f413a-2ef9-4707-b930-c20366373932","*Arthrite au cours de la maladie de Lyme (A69.2†)","*Arthritis in Lyme disease (A69.2†)","Diagnosis","N/A","ICD 10 - WHO:M01.2",,
"9e20d0c7-b4f2-4cee-92e8-eaf1bff9bed1","*Arthrite au cours d'autres maladies bactériennes classées ailleurs","*Arthritis in other bacterial diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M01.3",,
"3b3dc3bd-bae9-404b-9e1d-201045d32e5d","*Arthrite au cours de la rubéole (B06.8†)","*Rubella arthritis (B06.8†)","Diagnosis","N/A","ICD 10 - WHO:M01.4",,
"adb76cca-cc9a-4ce3-a257-8c2cbc7b6d12","*Arthrite au cours d'autres maladies virales classées ailleurs","*Arthritis in other viral diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M01.5",,
"20fab854-55c6-4f7d-b2c5-f4ce572a29eb","*Arthrite au cours de mycoses (B35-B49†)","*Arthritis in mycoses (B35-B49†)","Diagnosis","N/A","ICD 10 - WHO:M01.6",,
"6e0ddf34-8a1a-4ca2-82ca-bd7e71f8c072","*Arthrite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","*Arthritis in other infectious and parasitic diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M01.8",,
"5b6870bd-36a4-4857-93fa-32276cc0993b","Arthropathie après dérivation intestinale","Arthropathy following intestinal bypass","Diagnosis","N/A","ICD 10 - WHO:M02.0",,
"ec66b691-c1a4-477b-8652-189e6a6f0eb2","Arthropathie post-dysentérique","Postdysenteric arthropathy","Diagnosis","N/A","ICD 10 - WHO:M02.1",,
"7271db12-7a02-43ce-8db4-da40dc922bc1","Arthropathie post-vaccinale","Postimmunization arthropathy","Diagnosis","N/A","ICD 10 - WHO:M02.2",,
"d2d4b047-a922-45e8-8cc7-456f4b11b5eb","Syndrome oculo-urétro-synovial [Fiessinger-Leroy-Reiter]","Reiter disease","Diagnosis","N/A","ICD 10 - WHO:M02.3",,
"ad8e6514-55b6-45a2-abbb-8ee49261db36","Autres arthropathies réactionnelles","Other reactive arthropathies","Diagnosis","N/A","ICD 10 - WHO:M02.8",,
"fab811da-08df-4934-a628-4fdb11389ef3","Arthropathie réactionnelle, sans précision","Reactive arthropathy, unspecified","Diagnosis","N/A","ICD 10 - WHO:M02.9",,
"d39f113f-4070-4fd8-9a1d-08fcfa6b895a","*Arthrite post-méningococcique (A39.8†)","*Postmeningococcal arthritis (A39.8†)","Diagnosis","N/A","ICD 10 - WHO:M03.0",,
"51b75a6a-f26d-4d18-bc70-42f405510a56","*Arthropathie syphilitique post-infectieuse","*Postinfective arthropathy in syphilis","Diagnosis","N/A","ICD 10 - WHO:M03.1",,
"0fe3df12-0fb0-4795-9115-7d91b04757b7","*Autres arthropathies post-infectieuses au cours de maladies classées ailleurs","*Other postinfectious arthropathies in diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M03.2",,
"fc4a79a9-c011-4cdb-bf3c-f84f6379ff20","*Arthropathie réactionnelle au cours d'autres maladies classées ailleurs","*Reactive arthropathy in other diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M03.6",,
"0cdb3467-5eff-4775-bc8c-851ecc667c35","Périartérite noueuse","Polyarteritis nodosa","Diagnosis","N/A","ICD 10 - WHO:M30.0",,
"6548147e-a1ef-4a21-8748-93309775a6d8","Périartérite avec atteinte pulmonaire [Churg-Strauss]","Polyarteritis with lung involvement [Churg-Strauss]","Diagnosis","N/A","ICD 10 - WHO:M30.1",,
"258e68dd-c328-4d2e-a2e9-a36e92b2cad4","Périartérite juvénile","Juvenile polyarteritis","Diagnosis","N/A","ICD 10 - WHO:M30.2",,
"13d731dc-6879-4c06-bd6c-b7ade576715d","Syndrome adéno-cutanéo-muqueux [Kawasaki]","Mucocutaneous lymph node syndrome [Kawasaki]","Diagnosis","N/A","ICD 10 - WHO:M30.3",,
"9a7c178d-803b-4328-aca6-92f13e0eaa97","Autres affections apparentées à la périartérite noueuse","Other conditions related to polyarteritis nodosa","Diagnosis","N/A","ICD 10 - WHO:M30.8",,
"b09a17cb-d81c-490a-ac03-3094b1cfb8c3","Angéite d'hypersensibilité","Hypersensitivity angiitis","Diagnosis","N/A","ICD 10 - WHO:M31.0",,
"db014a1f-9b54-4aa4-8ebf-3673af823b29","Microangiopathie thrombotique","Thrombotic microangiopathy","Diagnosis","N/A","ICD 10 - WHO:M31.1",,
"c4db8b4f-6441-497a-a8b6-b05eba8c4f9a","Granulome malin de la ligne médiane","Lethal midline granuloma","Diagnosis","N/A","ICD 10 - WHO:M31.2",,
"8b4cba1e-8e8d-4c5f-96c4-dd182b42fb6e","Granulomatose de Wegener","Wegener granulomatosis","Diagnosis","N/A","ICD 10 - WHO:M31.3",,
"863d0d5c-905e-4dac-ac8a-83c1b0cf011d","Syndrome de la crosse aortique [Takayasu]","Aortic arch syndrome [Takayasu]","Diagnosis","N/A","ICD 10 - WHO:M31.4",,
"56bafe05-92d2-4b79-a191-82f070661ba4","Artérite à cellules géantes avec polymyalgie rhumatismale","Giant cell arteritis with polymyalgia rheumatica","Diagnosis","N/A","ICD 10 - WHO:M31.5",,
"7a26d9e5-0c34-49f6-82ee-28e372444c48","Autres artérites à cellules géantes","Other giant cell arteritis","Diagnosis","N/A","ICD 10 - WHO:M31.6",,
"c34975d4-f2c3-43e4-806e-782fc6058a03","Micropolyangéite microscopique","Microscopic polyangiitis","Diagnosis","N/A","ICD 10 - WHO:M31.7",,
"10564dbc-4834-4097-8fb9-e40071f0e998","Autres vasculopathies nécrosantes précisées","Other specified necrotizing vasculopathies","Diagnosis","N/A","ICD 10 - WHO:M31.8",,
"74459a5b-6e0c-464f-aa9d-c36ea532e7a3","Vasculopathie nécrosante, sans précision","Necrotizing vasculopathy, unspecified","Diagnosis","N/A","ICD 10 - WHO:M31.9",,
"666b0fa5-2498-4844-bfbc-b0778cf34ff2","Lupus érythémateux disséminé médicamenteux","Drug-induced systemic lupus erythematosus","Diagnosis","N/A","ICD 10 - WHO:M32.0",,
"757ec15b-a503-4f05-af2c-9edf5ba2c80b","†Lupus érythémateux disséminé avec atteinte d'organes et d'appareils","†Systemic lupus erythematosus with organ or system involvement","Diagnosis","N/A","ICD 10 - WHO:M32.1",,
"a7f7e45b-822f-4ee6-a2d0-eba11993010f","Autres formes de lupus érythémateux disséminé","Other forms of systemic lupus erythematosus","Diagnosis","N/A","ICD 10 - WHO:M32.8",,
"6ef502d5-c1ce-4e9d-8b22-260707d55ad2","Lupus érythémateux disséminé, sans précision","Systemic lupus erythematosus, unspecified","Diagnosis","N/A","ICD 10 - WHO:M32.9",,
"081a3592-60eb-4092-a4f0-5107bfe0d490","Dermatomyosite juvénile","Juvenile dermatomyositis","Diagnosis","N/A","ICD 10 - WHO:M33.0",,
"e9479c5e-4456-4096-8871-b1f5a7c55c2f","Autres dermatomyosites","Other dermatomyositis","Diagnosis","N/A","ICD 10 - WHO:M33.1",,
"b2f17097-70a8-4032-ad88-155611c13282","Polymyosite","Polymyositis","Diagnosis","N/A","ICD 10 - WHO:M33.2",,
"9c3fdf81-81ea-4ee7-b75d-98b255aaf6aa","Dermatopolymyosite, sans précision","Dermatopolymyositis, unspecified","Diagnosis","N/A","ICD 10 - WHO:M33.9",,
"7f139758-979e-4f5b-a010-36dca2475053","Sclérose systémique progressive","Progressive systemic sclerosis","Diagnosis","N/A","ICD 10 - WHO:M34.0",,
"1291ad91-4f48-4841-a89d-d6a57313f697","Syndrome CR(E)ST","CR(E)ST syndrome","Diagnosis","N/A","ICD 10 - WHO:M34.1",,
"cf79d11c-8478-4124-8626-9b803a1416ae","Sclérose systémique due à des médicaments et des produits chimiques","Systemic sclerosis induced by drugs and chemicals","Diagnosis","N/A","ICD 10 - WHO:M34.2",,
"5db0542f-62ed-46b6-af65-5e75cdbd7704","Autres formes de sclérose systémique","Other forms of systemic sclerosis","Diagnosis","N/A","ICD 10 - WHO:M34.8",,
"8aa76e22-825f-4b99-b90e-a3d4ccec0515","Sclérose systémique, sans précision","Systemic sclerosis, unspecified","Diagnosis","N/A","ICD 10 - WHO:M34.9",,
"a5082d43-c5fe-41f0-892d-47915fe461ae","Syndrome de Gougerot-Sjögren","Sicca syndrome [Sj†gren]","Diagnosis","N/A","ICD 10 - WHO:M35.0",,
"eec04a6c-c498-4aee-94fb-546a1f7f4e61","Autres formes de passage","Other overlap syndromes","Diagnosis","N/A","ICD 10 - WHO:M35.1",,
"df6b7023-5962-4725-ab24-34fbd2a78b08","Syndrome de Behçet","Beh†et disease","Diagnosis","N/A","ICD 10 - WHO:M35.2",,
"1794a137-497d-4118-b890-3edb52e74aa8","Polymyalgie rhumatismale","Polymyalgia rheumatica","Diagnosis","N/A","ICD 10 - WHO:M35.3",,
"f347031c-dfab-48d6-9223-05d9c0eb6c6c","Fasciite disséminée (à éosinophiles)","Diffuse (eosinophilic) fasciitis","Diagnosis","N/A","ICD 10 - WHO:M35.4",,
"ab8df0ca-7e3f-4360-9182-eea243c51644","Fibrosclérose multiple","Multifocal fibrosclerosis","Diagnosis","N/A","ICD 10 - WHO:M35.5",,
"96d5f0cc-43f4-4ba4-9b1d-d916a7b23399","Panniculite récidivante [Weber-Christian]","Relapsing panniculitis [Weber-Christian]","Diagnosis","N/A","ICD 10 - WHO:M35.6",,
"90ed0ea8-f830-41ee-8e12-1994261f3f62","Syndrome d'hypermobilité","Hypermobility syndrome","Diagnosis","N/A","ICD 10 - WHO:M35.7",,
"5661c8a6-5a50-40fe-9424-29a0ddf9d006","Autres atteintes systémiques précisées du tissu conjonctif","Other specified systemic involvement of connective tissue","Diagnosis","N/A","ICD 10 - WHO:M35.8",,
"1fea6702-1aa1-410e-8dc1-09d10b8e395d","Atteinte systémique du tissu conjonctif, sans précision","Systemic involvement of connective tissue, unspecified","Diagnosis","N/A","ICD 10 - WHO:M35.9",,
"a7c93995-6fb3-49b2-89c1-cf877eaab982","*Dermato(poly)myosite au cours de maladies tumorales (C00-D48†)","*Dermato(poly)myositis in neoplastic disease (C00-D48†)","Diagnosis","N/A","ICD 10 - WHO:M36.0",,
"1c4bc542-1bae-4600-9d6c-99a9fc778b11","*Arthropathie au cours de maladies tumorales classées ailleurs (C00-D48†)","*Arthropathy in neoplastic disease (C00-D48†)","Diagnosis","N/A","ICD 10 - WHO:M36.1",,
"e827f09e-6715-402c-88af-402da6188299","*Arthropathie hémophilique (D66-D68†)","*Haemophilic arthropathy (D66-D68†)","Diagnosis","N/A","ICD 10 - WHO:M36.2",,
"6e23aebd-4ab7-48eb-bb09-3325619f3a60","*Arthropathie au cours d'autres maladies du sang classées ailleurs (D50-D76†)","*Arthropathy in other blood disorders (D50-D76†)","Diagnosis","N/A","ICD 10 - WHO:M36.3",,
"87c890e8-2b28-440f-830f-c82f81df36b5","*Arthropathie au cours de réactions d'hypersensibilité classées ailleurs","*Arthropathy in hypersensitivity reactions classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M36.4",,
"e0b57e93-e10e-45eb-98bb-b94754dcbcf3","*Atteintes systémiques du tissu conjonctif au cours d'autres maladies classées ailleurs","*Systemic disorders of connective tissue in other diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M36.8",,
"7e76ac13-9431-4ed7-bc43-b51c86f4c015","Myosite infectieuse","Infective myositis","Diagnosis","N/A","ICD 10 - WHO:M60.0",,
"e6c6cd25-5726-493f-be91-4d5e3e058bbd","Myosite interstitielle","Interstitial myositis","Diagnosis","N/A","ICD 10 - WHO:M60.1",,
"acd60ea3-b8f8-4b44-8ccc-7d5a68b96eb9","Granulome d'un tissu mou, dû à la présence d'un corps étranger non classé ailleurs","Foreign body granuloma of soft tissue, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:M60.2",,
"cdcad88f-8c59-46ee-897f-95538965340f","Autres myosites","Other myositis","Diagnosis","N/A","ICD 10 - WHO:M60.8",,
"707e0bb0-db4a-4a74-9e46-61956e25e160","Myosite, sans précision","Myositis, unspecified","Diagnosis","N/A","ICD 10 - WHO:M60.9",,
"c1208c06-fc62-48a5-9c9c-d093c19e57a5","Myosite ossifiante traumatique","Myositis ossificans traumatica","Diagnosis","N/A","ICD 10 - WHO:M61.0",,
"9cae18bc-bb41-4fe4-acf4-4e30b610e03c","Myosite ossifiante progressive","Myositis ossificans progressiva","Diagnosis","N/A","ICD 10 - WHO:M61.1",,
"4a76f062-9087-401e-b095-353d417ce318","Calcification et ossification paralytiques d'un muscle","Paralytic calcification and ossification of muscle","Diagnosis","N/A","ICD 10 - WHO:M61.2",,
"2cad8b91-95d9-43d3-b67b-d29e12bcb28c","Calcification et ossification de muscles associées à des brûlures","Calcification and ossification of muscles associated with burns","Diagnosis","N/A","ICD 10 - WHO:M61.3",,
"956dd75d-aa03-46aa-a7ca-26918f9eb479","Autres calcifications de muscles","Other calcification of muscle","Diagnosis","N/A","ICD 10 - WHO:M61.4",,
"4ebd26ab-4e0d-4983-8bbc-aeb4678ce85a","Autres ossifications d'un muscle","Other ossification of muscle","Diagnosis","N/A","ICD 10 - WHO:M61.5",,
"5faae2d2-f601-4b58-baa3-9034c31247ff","Calcification et ossification d'un muscle, sans précision","Calcification and ossification of muscle, unspecified","Diagnosis","N/A","ICD 10 - WHO:M61.9",,
"495fef2b-946c-4009-b829-512510f525e3","Diastasis musculaire","Diastasis of muscle","Diagnosis","N/A","ICD 10 - WHO:M62.0",,
"a180e315-5b7e-47e6-a358-634bcc30466a","Autres déchirures musculaires (non traumatiques)","Other rupture of muscle (nontraumatic)","Diagnosis","N/A","ICD 10 - WHO:M62.1",,
"51f9ec21-bf73-4783-a646-1fe30c45317e","Infarcissement ischémique musculaire","Ischaemic infarction of muscle","Diagnosis","N/A","ICD 10 - WHO:M62.2",,
"ac153313-b51a-4104-ab2d-be52e6a0537d","Syndrome d'immobilité (paraplégique)","Immobility syndrome (paraplegic)","Diagnosis","N/A","ICD 10 - WHO:M62.3",,
"59fb152e-1980-46e4-9d98-3af1cf866506","Contracture musculaire","Contracture of muscle","Diagnosis","N/A","ICD 10 - WHO:M62.4",,
"3071779a-e9d0-437d-9392-4055b5d41305","Atrophie et fonte musculaires, non classées ailleurs","Muscle wasting and atrophy, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:M62.5",,
"a042b61c-47f8-4b10-8836-3e23af258ab9","Foulure musculaire","Muscle strain","Diagnosis","N/A","ICD 10 - WHO:M62.6",,
"d98e4426-880a-4d33-9c7c-76ef0d26a568","Autres atteintes musculaires précisées","Other specified disorders of muscle","Diagnosis","N/A","ICD 10 - WHO:M62.8",,
"e5fa12e4-77b6-437c-b65c-01e8eb5cd983","Atteinte musculaire, sans précision","Disorder of muscle, unspecified","Diagnosis","N/A","ICD 10 - WHO:M62.9",,
"3ca609a0-4653-414f-8d88-5bd1abf7a549","*Myosite au cours de maladies bactériennes classées ailleurs","*Myositis in bacterial diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M63.0",,
"956be9c9-4c70-407d-bde8-4d7971fdfa92","*Myosite au cours d'infections parasitaires et à protozoaires classées ailleurs","*Myositis in protozoal and parasitic infections classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M63.1",,
"498cd8f3-c0f4-442e-97c6-42ec84154999","*Myosite au cours d'autres maladies infectieuses classées ailleurs","*Myositis in other infectious diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M63.2",,
"34431e38-a15a-4be7-a52d-2051122c0b1a","*Myosite au cours de sarcoïdose (D86.8†)","*Myositis in sarcoidosis (D86.8†)","Diagnosis","N/A","ICD 10 - WHO:M63.3",,
"facea928-cfcc-4973-a9d5-9bd9a0a291c5","*Autres atteintes musculaires au cours de maladies classées ailleurs","*Other disorders of muscle in diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M63.8",,
"df375370-00d6-4ecd-8e31-32c8109f9913","Ostéoporose post-ménopausique avec fracture pathologique","Postmenopausal osteoporosis with pathological fracture","Diagnosis","N/A","ICD 10 - WHO:M80.0",,
"d55124be-8265-463b-8654-2bc2495bc2f8","Ostéoporose après ovariectomie avec fracture pathologique","Postoophorectomy osteoporosis with pathological fracture","Diagnosis","N/A","ICD 10 - WHO:M80.1",,
"3d848ca3-d903-437e-a7ad-1054a6663259","Ostéoporose d'inactivité avec fracture pathologique","Osteoporosis of disuse with pathological fracture","Diagnosis","N/A","ICD 10 - WHO:M80.2",,
"6c24ecca-6960-44b9-9195-b300f8633a4d","Ostéoporose consécutive à une malabsorption post-chirurgicale avec fracture pathologique","Postsurgical malabsorption osteoporosis with pathological fracture","Diagnosis","N/A","ICD 10 - WHO:M80.3",,
"a793e135-d7dc-42b7-8eb6-b086b12f878c","Ostéoporose médicamenteuse avec fracture pathologique","Drug-induced osteoporosis with pathological fracture","Diagnosis","N/A","ICD 10 - WHO:M80.4",,
"e89ddeda-7d5a-4a98-a059-67bb6d8d59b4","Ostéoporose idiopathique avec fracture pathologique","Idiopathic osteoporosis with pathological fracture","Diagnosis","N/A","ICD 10 - WHO:M80.5",,
"d21033fe-d8ae-4a29-92fb-5efad3cf313d","Autres ostéoporoses avec fracture pathologique","Other osteoporosis with pathological fracture","Diagnosis","N/A","ICD 10 - WHO:M80.8",,
"e868de9b-cc91-442e-8152-5a3ef6954ba6","Ostéoporose avec fracture pathologique, sans précision","Unspecified osteoporosis with pathological fracture","Diagnosis","N/A","ICD 10 - WHO:M80.9",,
"901028ba-50c4-48b4-a27a-aaee435e8251","Ostéoporose post-ménopausique","Postmenopausal osteoporosis","Diagnosis","N/A","ICD 10 - WHO:M81.0",,
"7ee63dc7-efa3-48d2-bd17-d9c55ce11712","Ostéoporose après ovariectomie","Postoophorectomy osteoporosis","Diagnosis","N/A","ICD 10 - WHO:M81.1",,
"2eeb197d-d2cb-4af1-81a6-93451fb1e102","Ostéoporose d'inactivité","Osteoporosis of disuse","Diagnosis","N/A","ICD 10 - WHO:M81.2",,
"d44cc390-a542-4de6-bebc-7b74770099d2","Ostéoporose consécutive à une malabsorption post-chirurgicale","Postsurgical malabsorption osteoporosis","Diagnosis","N/A","ICD 10 - WHO:M81.3",,
"ef3af8f8-7330-423a-ac09-303f5f95add6","Ostéoporose médicamenteuse","Drug-induced osteoporosis","Diagnosis","N/A","ICD 10 - WHO:M81.4",,
"e5cadb18-d889-4831-851b-d0326ebd53e6","Ostéoporose idiopathique","Idiopathic osteoporosis","Diagnosis","N/A","ICD 10 - WHO:M81.5",,
"d8969a52-4b9a-4679-8e2e-7bcdd670a7b7","Ostéoporose localisée [Lequesne]","Localized osteoporosis [Lequesne]","Diagnosis","N/A","ICD 10 - WHO:M81.6",,
"d1e47c4c-7594-49fb-beb4-b3eae268f61d","Autres ostéoporoses","Other osteoporosis","Diagnosis","N/A","ICD 10 - WHO:M81.8",,
"bdf7bc53-3fef-4177-a0cf-ecca25c51508","Ostéoporose, sans précision","Osteoporosis, unspecified","Diagnosis","N/A","ICD 10 - WHO:M81.9",,
"893264ac-0bdb-439b-a53c-18f8b3dea327","*Ostéoporose au cours de myélomatose multiple (C90.0†)","*Osteoporosis in multiple myelomatosis (C90.0†)","Diagnosis","N/A","ICD 10 - WHO:M82.0",,
"2b91b6b9-bdf8-43d8-b242-ae86a22473b5","*Ostéoporose au cours de maladies endocriniennes (E00-E34†)","*Osteoporosis in endocrine disorders (E00-E34†)","Diagnosis","N/A","ICD 10 - WHO:M82.1",,
"9eded3b4-ba36-4d81-b1d3-68b3c88acac0","*Ostéoporose au cours d'autres maladies classées ailleurs","*Osteoporosis in other diseases classified elsewhere","Diagnosis","N/A","ICD 10 - WHO:M82.8",,
"9b7a0c82-c501-4877-ace6-4264759e61e0","Ostéomalacie puerpérale","Puerperal osteomalacia","Diagnosis","N/A","ICD 10 - WHO:M83.0",,
"657c2b88-6aca-42e0-9415-0f13c92ae18c","Ostéomalacie sénile","Senile osteomalacia","Diagnosis","N/A","ICD 10 - WHO:M83.1",,
"23b58c8c-fc81-4e4c-8f92-7d7b2921db1f","Ostéomalacie de l'adulte par malabsorption","Adult osteomalacia due to malabsorption","Diagnosis","N/A","ICD 10 - WHO:M83.2",,
"6a316857-d173-4ec3-af35-7f09a56c0f34","Ostéomalacie de l'adulte due à la malnutrition","Adult osteomalacia due to malnutrition","Diagnosis","N/A","ICD 10 - WHO:M83.3",,
"64e1961c-231b-426f-8acf-5f2328ef87a4","Maladie osseuse due à l'aluminium","Aluminium bone disease","Diagnosis","N/A","ICD 10 - WHO:M83.4",,
"93b26510-a9d0-4c18-8d05-d0b513e8f0b9","Autres ostéomalacies de l'adulte médicamenteuses","Other drug-induced osteomalacia in adults","Diagnosis","N/A","ICD 10 - WHO:M83.5",,
"cc14dea2-e535-4285-af57-3c4d6375b677","Autres ostéomalacies de l'adulte","Other adult osteomalacia","Diagnosis","N/A","ICD 10 - WHO:M83.8",,
"7ed900d8-c581-43a5-b2d8-37b9364d00a8","Ostéomalacie de l'adulte, sans précision","Adult osteomalacia, unspecified","Diagnosis","N/A","ICD 10 - WHO:M83.9",,
"9e728d4e-7941-4124-9a89-e4d7c0f533ca","Fracture mal consolidée","Malunion of fracture","Diagnosis","N/A","ICD 10 - WHO:M84.0",,
"ae60b0d2-2707-40e7-b884-20a82a3c2c7e","Fracture non consolidée [pseudarthrose]","Nonunion of fracture [pseudarthrosis]","Diagnosis","N/A","ICD 10 - WHO:M84.1",,
"6ed9492b-daca-4389-ba6e-533e53329723","Retard de consolidation d'une fracture","Delayed union of fracture","Diagnosis","N/A","ICD 10 - WHO:M84.2",,
"fc9f93fe-82aa-496d-a2ba-4df12f32942c","Fracture par sollicitation excessive, non classée ailleurs","Stress fracture, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:M84.3",,
"2e3e0373-e1f4-414f-8dc1-da5adb19feed","Fracture pathologique, non classée ailleurs","Pathological fracture, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:M84.4",,
"1f860180-09fe-43df-b059-047fdbf9161a","Autres anomalies de la continuité osseuse","Other disorders of continuity of bone","Diagnosis","N/A","ICD 10 - WHO:M84.8",,
"53051d25-5c2a-49bc-9bda-7f95051388c3","Anomalie de la continuité osseuse, sans précision","Disorder of continuity of bone, unspecified","Diagnosis","N/A","ICD 10 - WHO:M84.9",,
"7d1663c7-3005-46c1-9a4b-3fd304337f0a","Dysplasie fibreuse (localisée)","Fibrous dysplasia (monostotic)","Diagnosis","N/A","ICD 10 - WHO:M85.0",,
"4e7282ce-bdbd-4ed4-81ee-278d8381e348","Ostéose fluorée","Skeletal fluorosis","Diagnosis","N/A","ICD 10 - WHO:M85.1",,
"9f185505-9351-4396-96bd-074907a1f9f2","Hyperostose du crâne","Hyperostosis of skull","Diagnosis","N/A","ICD 10 - WHO:M85.2",,
"2e0135f5-00b0-4bcf-9528-f5e6298f6865","Ostéïte condensante","Osteitis condensans","Diagnosis","N/A","ICD 10 - WHO:M85.3",,
"eaf00eb0-8491-4967-81de-6afe96f4e746","Kyste solitaire des os","Solitary bone cyst","Diagnosis","N/A","ICD 10 - WHO:M85.4",,
"b60c6f66-2676-43ea-ac14-6b7ddee243c0","Kyste anévrismal des os","Aneurysmal bone cyst","Diagnosis","N/A","ICD 10 - WHO:M85.5",,
"09962065-349e-4f5b-a60a-e8bb20adf4fa","Autres kystes osseux","Other cyst of bone","Diagnosis","N/A","ICD 10 - WHO:M85.6",,
"13aabb43-1111-42a3-becf-b26e9a04a27d","Autres anomalies précisées de la densité et de la structure osseuses","Other specified disorders of bone density and structure","Diagnosis","N/A","ICD 10 - WHO:M85.8",,
"bc121059-6081-47a8-a081-8b2e8e0e9641","Anomalie de la densité et de la structure osseuses, sans précision","Disorder of bone density and structure, unspecified","Diagnosis","N/A","ICD 10 - WHO:M85.9",,
"e1aad409-b870-45cc-9728-3a34a888fdd6","Pyélonéphrite non obstructive chronique associée à un reflux","Nonobstructive reflux-associated chronic pyelonephritis","Diagnosis","N/A","ICD 10 - WHO:N11.0",,
"d469db47-6822-4031-a068-f48c57fdf88d","Pyélonéphrite obstructive chronique","Chronic obstructive pyelonephritis","Diagnosis","N/A","ICD 10 - WHO:N11.1",,
"d9c7aadc-e337-4604-b042-2c32a0fdaecf","Autres néphrites tubulo-interstitielles chroniques","Other chronic tubulo-interstitial nephritis","Diagnosis","N/A","ICD 10 - WHO:N11.8",,
"fc7c54bf-cc63-4b92-a292-f1cd74244478","Néphrite tubulo-interstitielle chronique, sans précision","Chronic tubulo-interstitial nephritis, unspecified","Diagnosis","N/A","ICD 10 - WHO:N11.9",,
"f51cadf3-849a-4df9-9191-9b1e1fcd3fa2","Hydronéphrose avec obstruction de la jonction pyélo-urétérale","Hydronephrosis with ureteropelvic junction obstruction","Diagnosis","N/A","ICD 10 - WHO:N13.0",,
"75a99fac-5df2-4f59-ae16-42a31bbf4914","Hydronéphrose avec rétrécissement urétéral, non classée ailleurs","Hydronephrosis with ureteral stricture, not elsewhere classified","Diagnosis","N/A","ICD 10 - WHO:N13.1",,
"1018eadb-487f-4f75-919f-cb12750c3590","Hydronéphrose avec obstruction calculeuse rénale et urétérale","Hydronephrosis with renal and ureteral calculous obstruction","Diagnosis","N/A","ICD 10 - WHO:N13.2",,
"af9521e1-aa6c-4a02-b245-352ea3dfa064","Hydronéphroses, autres et sans précision","Other and unspecified hydronephrosis","Diagnosis","N/A","ICD 10 - WHO:N13.3",,
"a176adb8-cf25-4ff0-9da4-851f4b9ca213","Hydro-uretère","Hydroureter","Diagnosis","N/A","ICD 10 - WHO:N13.4",,
"2448eae7-ac04-4445-8a46-ff88302e3710","Coudure et rétrécissement urétéral, sans hydronéphrose","Kinking and stricture of ureter without hydronephrosis","Diagnosis","N/A","ICD 10 - WHO:N13.5",,
