uuid,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,_version:1,_order:1330
759cb7ca-0c76-45f7-87dc-a902ff69873c,"Vaccin Antirabique Humain, Monodose","Human Rabies Vaccine, Monodose","Vaccin Antirabique Humain, Monodose","Human Rabies Vaccine, Monodose",Drug,N/A,,
5e62a67f-845e-4e1f-af86-961d1fa25789,Vaccin Méningoccocique A + C + Y + W,Meningococcal Vaccine A + C + Y + W,Vaccin Méningoccocique A + C + Y + W,Meningococcal Vaccine A + C + Y + W,Drug,N/A,,
b4b9b066-7c10-4369-81de-47f648c0224a,Vancomycine,Vancomycin,Vancomycine,Vancomycin,Drug,N/A,,
c3fb8e08-c399-45f8-aefa-ccd60fa59d66,Vaseline,Vaseline,Vaseline,Vaseline,Drug,N/A,,
7ff8b8cc-eb86-420f-8572-0c3992b1d07c,Vécuronium,Vecuronium,Vécuronium,Vecuronium,Drug,N/A,,
46ecc583-a0dd-4ac2-8c29-9fa86febcb43,Vercuronium Bromure,Vercuronium Bromide,Vercuronium Bromure,Vercuronium Bromide,Drug,N/A,,
7937d848-4faa-4edb-bbc6-4fa9567d5d38,Vinblastine,Vinblastine,Vinblastine,Vinblastine,Drug,N/A,,
105cf00f-4e7c-41d7-b0d5-fa773ca0cdb6,Vincristine,Vincristine,Vincristine,Vincristine,Drug,N/A,,
deb6b48e-2267-4e54-bfb7-2b5adae27cc6,Vindésine,Vindesine,Vindésine,Vindesine,Drug,N/A,,
e7ef939d-dbc3-4b92-989b-887f8cea053e,Vinorelbine,Vinorelbine,Vinorelbine,Vinorelbine,Drug,N/A,,
9d7da058-271b-4df6-a705-35c5e12ce6d0,Vitamin B,Vitamin B,Vitamin B,Vitamin B,Drug,N/A,,
bb1207b3-1152-4553-9b6a-255cb863d421,Vitamine A,Vitamin A,Vitamine A,Vitamin A,Drug,N/A,,
9c8a589f-fc16-460b-a406-83155166c781,Vitamine C,Vitamin C,Vitamine C,Vitamin C,Drug,N/A,,
22527c3d-2d41-4d68-bd25-58e9ba085311,Vitamines B Complexe (B1 + B6 + B12),Vitamins B Complex (B1 + B6 + B12),Vitamines B Complexe (B1 + B6 + B12),Vitamins B Complex (B1 + B6 + B12),Drug,N/A,,
7269b19f-1e62-4786-8db9-92d034bd8b8b,Xenon Inhalation,Xenon Inhalation,Xenon Inhalation,Xenon Inhalation,Drug,N/A,,
b144a3af-b19c-41e6-988f-153814b4dd07,Xylène,Xylene,Xylène,Xylene,Drug,N/A,,
0b98371c-a00c-4982-b5f0-ba40b15fe7cc,Aluminum Hydroxide In Organic Complex,Aluminum Hydroxide In Organic Complex,Aluminum Hydroxide In Organic Complex,Aluminum Hydroxide In Organic Complex,Drug,N/A,,
b2df51f9-82ba-4224-87c9-888cb48fb1eb,Ors / Ors + Zinc,Ors / Ors + Zinc,Ors / Ors + Zinc,Ors / Ors + Zinc,Drug,N/A,
01961634-5c42-4b30-9aa4-01d541532b9f,Actinomycin,Actinomycin,Actinomycin,Actinomycin,Drug,N/A,
e521f198-0024-46ee-8336-f4f4ba63be60,Activated charcoal,Activated charcoal,Activated charcoal,Activated charcoal,Drug,N/A,
8781f593-785a-423c-96e6-36c0e38fb9f9,Amethocaine HCL,Amethocaine HCL,Amethocaine HCL,Amethocaine HCL,Drug,N/A,
dcbb5609-d494-4346-9c26-955bbe495f35,Amitriptyline,Amitriptyline,Amitriptyline,Amitriptyline,Drug,N/A,
71e9096c-f640-4e36-9fcf-75edc7f7bef7,Amox,Amox,Amox,Amox,Drug,N/A,
fd24255a-8720-469c-bd05-12b79dc60770,Amoxiclav,Amoxiclav,Amoxiclav,Amoxiclav,Drug,N/A,
7f3ad18f-cbfa-42ff-bb67-5010a2b37ff1,Anti Haemorrhoid,Anti Haemorrhoid,Anti Haemorrhoid,Anti Haemorrhoid,Drug,N/A,
9489764c-5b67-4cd2-87b1-9a38a6a5aacb,Aspirin,Aspirin,Aspirin,Aspirin,Drug,N/A,
0f96a44b-fee0-42cc-9dc8-b84506b3cfbb,Atorvastatin,Atorvastatin,Atorvastatin,Atorvastatin,Drug,N/A,
41532bde-708b-4eb0-ae77-40d51ba19b9f,Auricularum Otic,Auricularum Otic,Auricularum Otic,Auricularum Otic,Drug,N/A,
6a415553-a921-47b8-b382-95a421ae51c6,Azithromycin,Azithromycin,Azithromycin,Azithromycin,Drug,N/A,
5290780f-6240-481d-8167-4d0d35da392a,Beclomethazone,Beclomethazone,Beclomethazone,Beclomethazone,Drug,N/A,
1254e1c0-1894-4fe2-bc12-decfea013da8,Benzhexol,Benzhexol,Benzhexol,Benzhexol,Drug,N/A,
4051d983-7501-4a67-8101-026da8e1cb6e,Bisoprolol,Bisoprolol,Bisoprolol,Bisoprolol,Drug,N/A,
589507c4-d11c-4016-985c-5b40477cd250,Brimonidine,Brimonidine,Brimonidine,Brimonidine,Drug,N/A,
b480d172-9bd0-4581-aea2-f072bd7b9f7d,Bromocriptin,Bromocriptin,Bromocriptin,Bromocriptin,Drug,N/A,
ba42215d-dd5b-481f-813d-080951d0cabe,Budesonide,Budesonide,Budesonide,Budesonide,Drug,N/A,
3f36fc92-beaa-45a0-8256-ec133122970b,Cafiene,Cafiene,Cafiene,Cafiene,Drug,N/A,
1c07877b-7b5d-4c17-add7-f7efa8833460,Calamine Lotion,Calamine Lotion,Calamine Lotion,Calamine Lotion,Drug,N/A,
b257c221-f750-409d-9ae7-061170ad8315,Calcium Lactate,Calcium Lactate,Calcium Lactate,Calcium Lactate,Drug,N/A,
707260f1-b195-48ba-94f8-928bbfc1c512,Cebedexacol,Cebedexacol,Cebedexacol,Cebedexacol,Drug,N/A,
c9f558a4-9c43-4d2e-b380-46e9c10c2c62,Cefixime,Cefixime,Cefixime,Cefixime,Drug,N/A,
2e763b64-577d-42ee-b52c-f3f20f75728b,Celecoxib,Celecoxib,Celecoxib,Celecoxib,Drug,N/A,
7334307f-81e7-42c0-bea0-5f7c68d43b09,Cephalexin,Cephalexin,Cephalexin,Cephalexin,Drug,N/A,
0ca6160d-0795-44e6-89de-d7173efecea8,Chloram+Dexa,Chloram+Dexa,Chloram+Dexa,Chloram+Dexa,Drug,N/A,
e9df8796-4b21-4897-a580-93341bbda0bf,Chloramphen,Chloramphen,Chloramphen,Chloramphen,Drug,N/A,
3e813e1b-33f8-4977-942e-6ba089d4e031,Cholpheniramine,Cholpheniramine,Cholpheniramine,Cholpheniramine,Drug,N/A,
d77c4d50-98ea-48c1-ad52-f64a678be313,Ciproflox,Ciproflox,Ciproflox,Ciproflox,Drug,N/A,
e0679c40-e4b1-4af5-bcc4-91798130613c,Ciprofloxacin,Ciprofloxacin,Ciprofloxacin,Ciprofloxacin,Drug,N/A,
431cbc46-1a46-4790-b108-7ee196070f63,Ciprofloxacin/Flucinolone,Ciprofloxacin/Flucinolone,Ciprofloxacin/Flucinolone,Ciprofloxacin/Flucinolone,Drug,N/A,
a145a3f8-ee95-4108-b236-1ecdefda7997,Ciprofloxacine/Tinidazole,Ciprofloxacine/Tinidazole,Ciprofloxacine/Tinidazole,Ciprofloxacine/Tinidazole,Drug,N/A,
c3686370-ac9d-4900-baed-87bca6275811,Clomiphene,Clomiphene,Clomiphene,Clomiphene,Drug,N/A,
cddaee81-2875-465e-8054-e9a31b42a343,Cornergel,Cornergel,Cornergel,Cornergel,Drug,N/A,
cf24cb7b-453e-42af-bc6e-1f49fbb3468e,Co-Trimaxazole,Co-Trimaxazole,Co-Trimaxazole,Co-Trimaxazole,Drug,N/A,
afb64151-be45-4d4f-bf98-2df98e95fb6c,CPD Podophyllin,CPD Podophyllin,CPD Podophyllin,CPD Podophyllin,Drug,N/A,
5bfba56b-f64d-423a-8767-2cb6903b3b3f,Cyclopentolate HCI,Cyclopentolate HCI,Cyclopentolate HCI,Cyclopentolate HCI,Drug,N/A,
194143fe-ecb0-4c8f-a588-ed7745099781,Deep,Deep,Deep,Deep,Drug,N/A,
d6b163e2-6593-400b-b3af-691d05cdb02b,Depoprovera,Depoprovera,Depoprovera,Depoprovera,Drug,N/A,
e488e981-4d87-4480-997c-fcd7fb0939bc,Dex,Dex,Dex,Dex,Drug,N/A,
a0e0ed24-ed07-45be-a905-8a0c84d4f9b6,Dithranolis,Dithranolis,Dithranolis,Dithranolis,Drug,N/A,
136413f4-68f1-4c23-8c85-8a1afbe8f5d3,Doxazosin,Doxazosin,Doxazosin,Doxazosin,Drug,N/A,
187e88f7-ceba-4cbb-9c89-33c70ff2aaca,Econazole,Econazole,Econazole,Econazole,Drug,N/A,
6def5a59-7722-4a80-9e2f-bd7dc3d03f4c,Endoxan,Endoxan,Endoxan,Endoxan,Drug,N/A,
feceeb9d-0ae2-46b0-9efa-43a752789a73,Ferrous Sulphate,Ferrous Sulphate,Ferrous Sulphate,Ferrous Sulphate,Drug,N/A,
debf9455-8a97-42c7-b361-3ca0f0ac77dd,Frakidex,Frakidex,Frakidex,Frakidex,Drug,N/A,
a3b24699-c40c-486f-9354-21308d314289,Gabapentine,Gabapentine,Gabapentine,Gabapentine,Drug,N/A,
4b34ca44-fa40-4e03-a433-76abff456e18,Gentamycin+Dexamethasone,Gentamycin+Dexamethasone,Gentamycin+Dexamethasone,Gentamycin+Dexamethasone,Drug,N/A,
6a330262-d2bc-43e9-ae18-47064b7c9eb3,Glimepiride,Glimepiride,Glimepiride,Glimepiride,Drug,N/A,
52672f5a-6b98-4b72-b138-df4040e3ed74,Haldol,Haldol,Haldol,Haldol,Drug,N/A,
f82304c7-52cd-4f04-b82b-aa6d67a2034f,Hydralazine,Hydralazine,Hydralazine,Hydralazine,Drug,N/A,
25d97e95-a42f-441b-8996-4aeaa5997887,Hydroxycarbamide,Hydroxycarbamide,Hydroxycarbamide,Hydroxycarbamide,Drug,N/A,
eb70d5a7-ee9c-4afd-8f87-d10f42aac228,Hyoscine butylbromide,Hyoscine butylbromide,Hyoscine butylbromide,Hyoscine butylbromide,Drug,N/A,
23908e4e-1420-4ef7-a7ee-f5d16c9886fe,Ipratropium Bromide,Ipratropium Bromide,Ipratropium Bromide,Ipratropium Bromide,Drug,N/A,
64ff01b7-21b7-4e57-94f1-69088fbc5b35,Iron Dextran,Iron Dextran,Iron Dextran,Iron Dextran,Drug,N/A,
2feee397-a1b9-46f2-b719-3de79d719d88,Ketorolac,Ketorolac,Ketorolac,Ketorolac,Drug,N/A,
c31b97ed-5f55-45f2-b9e4-8cd588bea01d,K-Y Jelly,K-Y Jelly,K-Y Jelly,K-Y Jelly,Drug,N/A,
a0e4634e-5a8b-4906-a0e3-a1fb3f218cc6,Labetalol,Labetalol,Labetalol,Labetalol,Drug,N/A,
75283831-5c86-4070-83e9-5828a71601be,Leucovorin,Leucovorin,Leucovorin,Leucovorin,Drug,N/A,
1207f0d5-666a-41be-bc17-4ae599bdb05f,Levocabastine Levoptha,Levocabastine Levoptha,Levocabastine Levoptha,Levocabastine Levoptha,Drug,N/A,
81979ba5-2539-4d6a-a1ed-5b34a855e679,Levonorgestrel,Levonorgestrel,Levonorgestrel,Levonorgestrel,Drug,N/A,
e61ceda2-286c-44dc-9687-b9ca80dba257,Liposic,Liposic,Liposic,Liposic,Drug,N/A,
bbe4f6de-df34-4638-bc6a-37849b8be4e0,Lisinopril,Lisinopril,Lisinopril,Lisinopril,Drug,N/A,
83d01561-e9da-4f38-b214-bed5526c26cb,Loratadine,Loratadine,Loratadine,Loratadine,Drug,N/A,
e233ba3c-ef8a-4bdb-8b81-296b1b5ebc4f,Lorazepam,Lorazepam,Lorazepam,Lorazepam,Drug,N/A,
075facb3-5cdd-4ffe-94d2-ee42813b5d6f,Losartan,Losartan,Losartan,Losartan,Drug,N/A,
ad3eebfc-0d1f-43c4-b10c-acbafcd04e27,Lugol,Lugol,Lugol,Lugol,Drug,N/A,
a1d804a6-e7fa-4e4f-92af-2bde809ec75c,M Bismuth,M Bismuth,M Bismuth,M Bismuth,Drug,N/A,
f2c37b4c-2d95-4b00-bf32-69f3fb8268d9,M Expectorant,M Expectorant,M Expectorant,M Expectorant,Drug,N/A,
38b250d9-ebc4-4e34-bc2b-213ef4a43f3e,M Mag tris,M Mag tris,M Mag tris,M Mag tris,Drug,N/A,
350b7a51-1143-4ed6-94cc-681d3e74f61b,Mag Tri/Al Hyd,Mag Tri/Al Hyd,Mag Tri/Al Hyd,Mag Tri/Al Hyd,Drug,N/A,
ea78522d-bfc7-4f16-8b81-ac91cff5dd08,Maxidrol,Maxidrol,Maxidrol,Maxidrol,Drug,N/A,
2c4936e1-e19d-4c6d-b36c-bc2d41fe8804,Meningitis Vaccine,Meningitis Vaccine,Meningitis Vaccine,Meningitis Vaccine,Drug,N/A,
b4daf57c-eed9-4a78-aeba-9e50865d9632,Menthol,Menthol,Menthol,Menthol,Drug,N/A,
709b79d1-cf2d-482e-8b52-554dbd4eee0d,Methycelulose,Methycelulose,Methycelulose,Methycelulose,Drug,N/A,
c27ee6c8-25c3-452c-a666-7300fd5e2cfb,Metronidazole Dilu,Metronidazole Dilu,Metronidazole Dilu,Metronidazole Dilu,Drug,N/A,
193fbdd2-f7ea-49d1-8bbc-de533b3e80a8,Miconizole Nitrate,Miconizole Nitrate,Miconizole Nitrate,Miconizole Nitrate,Drug,N/A,
85204c79-6361-43c8-aaba-5f99d473e856,Miorel,Miorel,Miorel,Miorel,Drug,N/A,
24ab4a60-c46f-426e-87e6-3c03744bce88,Misoprostol,Misoprostol,Misoprostol,Misoprostol,Drug,N/A,
5a30ecda-f7c0-4e57-9dcf-a0f288e1f027,Mometasone Furoate,Mometasone Furoate,Mometasone Furoate,Mometasone Furoate,Drug,N/A,
ba3879f8-fde4-4519-8377-559e67e5faf5,Mouth Wash Colgate,Mouth Wash Colgate,Mouth Wash Colgate,Mouth Wash Colgate,Drug,N/A,
2d3a133f-01ed-41aa-ae22-a696abe27712,Mydriaticum,Mydriaticum,Mydriaticum,Mydriaticum,Drug,N/A,
b8ef8051-b179-4819-8362-802767f9d5fe,Naabak,Naabak,Naabak,Naabak,Drug,N/A,
68865e29-f619-4cb9-a76b-0de8a87f6ad7,NaCl,NaCl,NaCl,NaCl,Drug,N/A,
a4d4a0fb-0e88-4c4c-aea4-c5f311c95ea2,Natamycin,Natamycin,Natamycin,Natamycin,Drug,N/A,
44a4f67b-c067-496a-a478-056b6e76c57c,Neo,Neo,Neo,Neo,Drug,N/A,
9947c703-78b7-4bd2-ade0-c9b93721791d,Neo/Hydro,Neo/Hydro,Neo/Hydro,Neo/Hydro,Drug,N/A,
7277c4f1-9a1b-43e3-8397-7e196593ed1a,Neo-codion - codein + sodium benzoate,Neo-codion - codein + sodium benzoate,Neo-codion - codein + sodium benzoate,Neo-codion - codein + sodium benzoate,Drug,N/A,
1e7da8f8-862f-434f-b118-e4a96672605b,Neostigmine,Neostigmine,Neostigmine,Neostigmine,Drug,N/A,
23d27709-9f9e-4be0-b0e8-5251b230e7df,Norethisterone,Norethisterone,Norethisterone,Norethisterone,Drug,N/A,
64ef8f9b-0432-4429-92d9-f5943acf08f2,Oral Rehydration Salt,Oral Rehydration Salt,Oral Rehydration Salt,Oral Rehydration Salt,Drug,N/A,
9d4ef36b-8805-442c-94bc-ab546f842b49,Oral Rehydration Salt with Zinc,Oral Rehydration Salt with Zinc,Oral Rehydration Salt with Zinc,Oral Rehydration Salt with Zinc,Drug,N/A,
09edaebb-7ef8-4533-b67b-159b1e93ba5c,Oxymetazoline,Oxymetazoline,Oxymetazoline,Oxymetazoline,Drug,N/A,
de88949e-21d3-4e2b-bf82-b357056e3277,Paidoterin,Paidoterin,Paidoterin,Paidoterin,Drug,N/A,
68d0a9cd-ae08-43b2-80a3-3b7cff78a1cd,Passedyl Sulfagaiacol,Passedyl Sulfagaiacol,Passedyl Sulfagaiacol,Passedyl Sulfagaiacol,Drug,N/A,
cd8e7c54-7f32-4b3d-941f-25b778d9d80c,Penicillin V,Penicillin V,Penicillin V,Penicillin V,Drug,N/A,
15be688a-e434-4021-9022-f0c36bfa053e,Permethrin,Permethrin,Permethrin,Permethrin,Drug,N/A,
7f9a3ce0-42b2-4693-bdb4-595d9f837ceb,Pilocarpine Nitrate,Pilocarpine Nitrate,Pilocarpine Nitrate,Pilocarpine Nitrate,Drug,N/A,
d9956992-1cb9-496d-bba2-a7edff68dbfc,Pilocarpinehydrochl,Pilocarpinehydrochl,Pilocarpinehydrochl,Pilocarpinehydrochl,Drug,N/A,
16b84770-198c-4ecc-a371-289567a6bce0,Piperazine,Piperazine,Piperazine,Piperazine,Drug,N/A,
3ac80ccc-3701-46b2-b3f1-b1775cd74c75,Polyvidonelodi,Polyvidonelodi,Polyvidonelodi,Polyvidonelodi,Drug,N/A,
d50bb891-e674-4e88-adcc-9b5382b86444,Potassium CL,Potassium CL,Potassium CL,Potassium CL,Drug,N/A,
6c17a45b-9759-47f7-8173-0b78c8c14bf9,Pred,Pred,Pred,Pred,Drug,N/A,
9c46e92e-1a4a-47f6-9f24-16d581642f10,Pred Sod phos,Pred Sod phos,Pred Sod phos,Pred Sod phos,Drug,N/A,
b3add0fb-a70b-4fdf-b371-7335e0d0c7a1,Primalan,Primalan,Primalan,Primalan,Drug,N/A,
9a14d6a0-ddb4-4175-857e-e28e99107cbb,Pyrodistigmine,Pyrodistigmine,Pyrodistigmine,Pyrodistigmine,Drug,N/A,
65c33338-9030-44a2-a18b-38d2baad8214,Rabies Antiserum,Rabies Antiserum,Rabies Antiserum,Rabies Antiserum,Drug,N/A,
ca9aed8f-bfd8-41c7-8e2e-27dbea731d15,Ramipril,Ramipril,Ramipril,Ramipril,Drug,N/A,
ad8c2c38-3365-4503-bf6c-f92f64d357ff,Reserpine,Reserpine,Reserpine,Reserpine,Drug,N/A,
ac702ff0-d7bf-469a-a369-cd23a5d29125,Risperidone,Risperidone,Risperidone,Risperidone,Drug,N/A,
e654427e-bcea-470f-a132-630245c2c5ad,Salbutamol Steri-Neb,Salbutamol Steri-Neb,Salbutamol Steri-Neb,Salbutamol Steri-Neb,Drug,N/A,
3e99fa63-502f-4a54-b737-829ee865fd0a,Secnidazole/Azithromycin/Fluconazole,Secnidazole/Azithromycin/Fluconazole,Secnidazole/Azithromycin/Fluconazole,Secnidazole/Azithromycin/Fluconazole,Drug,N/A,
264be8a9-19c3-407c-b97e-6e9727104f63,Sildenafil,Sildenafil,Sildenafil,Sildenafil,Drug,N/A,
faa649b2-ea6b-407f-9747-4542b62f49bf,Silverdine,Silverdine,Silverdine,Silverdine,Drug,N/A,
e0c875e2-5832-4629-baa3-c8de3ac7e105,Spasmo-apotel,Spasmo-apotel,Spasmo-apotel,Spasmo-apotel,Drug,N/A,
c728e572-bbb2-40a7-a3e3-a8c598e440ef,Spiralide,Spiralide,Spiralide,Spiralide,Drug,N/A,
d1514513-a6d3-4018-9ea8-63d256fb4bbc,Sulphur,Sulphur,Sulphur,Sulphur,Drug,N/A,
0d5e7489-0bac-4bc7-bd48-bb510fcdb7af,Sumatriptan,Sumatriptan,Sumatriptan,Sumatriptan,Drug,N/A,
d4c96f77-b4da-4eac-ace1-633b6b8e52b4,Sustanon,Sustanon,Sustanon,Sustanon,Drug,N/A,
66e1ea9c-be35-4585-876c-89d346a8bd16,Synriam,Synriam,Synriam,Synriam,Drug,N/A,
dc7229c2-6d5e-4bcd-b713-270df6a6ee66,Terbinafine,Terbinafine,Terbinafine,Terbinafine,Drug,N/A,
ec79eac4-22df-435e-96b2-ad201a5fba72,Tetanus,Tetanus,Tetanus,Tetanus,Drug,N/A,
23c70d07-7718-4fc5-b5fe-d1eea50a71f0,Timolol Chauvin,Timolol Chauvin,Timolol Chauvin,Timolol Chauvin,Drug,N/A,
6be1199b-24ff-4160-8a86-01adbbcae8d5,Timolol Batoptic,Timolol Batoptic,Timolol Batoptic,Timolol Batoptic,Drug,N/A,
c63168dd-643a-403d-8ad7-669b521f22e7,Timolol Normoptic,Timolol Normoptic,Timolol Normoptic,Timolol Normoptic,Drug,N/A,
bbdc5a68-7a31-4b58-b0c5-ec4935fe4e4c,Trifluridine,Trifluridine,Trifluridine,Trifluridine,Drug,N/A,
a7ee9786-cdd1-4d5d-a28b-fa4b871808b3,Tropicamide/Phenylephrine,Tropicamide/Phenylephrine,Tropicamide/Phenylephrine,Tropicamide/Phenylephrine,Drug,N/A,
f0e815a9-5a43-44a2-accb-270f238e11b4,Ursodeoycholic,Ursodeoycholic,Ursodeoycholic,Ursodeoycholic,Drug,N/A,
805008cf-a10a-44be-8941-ecc345eb4d6d,Valsatan,Valsatan,Valsatan,Valsatan,Drug,N/A,
09ebf9d8-50f0-428d-acd1-9f584e9344f3,Vildagliptin,Vildagliptin,Vildagliptin,Vildagliptin,Drug,N/A,
11d9f321-09a2-4c90-95da-0dea6210f5c7,Vitamin B12,Vitamin B12,Vitamin B12,Vitamin B12,Drug,N/A,
97f2b76f-53d7-45c2-ad3e-13b3c9ad98d2,Vitamin D3,Vitamin D3,Vitamin D3,Vitamin D3,Drug,N/A,
c864b930-7ed0-4eda-8181-b66c0e1bc537,Vitamin K3,Vitamin K3,Vitamin K3,Vitamin K3,Drug,N/A,
718adf61-6de4-4a7f-b41e-075a358e6bb2,Vogalene metopimazine,Vogalene metopimazine,Vogalene metopimazine,Vogalene metopimazine,Drug,N/A,
29cd126d-25c2-415b-910a-f3587bc106b0,Whitfield,Whitfield,Whitfield,Whitfield,Drug,N/A,
6546b1a1-ac0c-4a95-b5f3-8a55e2440128,Whitfield/Miconazole,Whitfield/Miconazole,Whitfield/Miconazole,Whitfield/Miconazole,Drug,N/A,
98d3f6df-6857-4f91-92c4-0af844f731f6,Xalatan,Xalatan,Xalatan,Xalatan,Drug,N/A,
fd2704c8-4f69-411c-bf8d-e298b3d981de,Xola,Xola,Xola,Xola,Drug,N/A,
31792cc2-07da-4794-b565-054e34446330,Xolamol,Xolamol,Xolamol,Xolamol,Drug,N/A,
930d4203-e6b4-449c-90a7-3c4c78730006,Nitroglycerin Drug,Nitroglycerin Drug,Nitroglycerin Drug,Nitroglycerin Drug,Drug,N/A,
2c18178e-24fe-41bc-8f73-ae6c5ae96d00,Neomycin,Neomycin,Neomycin,Neomycin,Drug,N/A,
544de294-8062-4b7b-be1b-577afbd243d1,Ethanol Denatured Drug,Ethanol Denatured Drug,Ethanol Denatured Drug,Ethanol Denatured Drug,Drug,N/A,
6e63fafb-afe7-450c-a244-7a9ca22b5f3c,Heparin,Heparin,Heparin,Heparin,Drug,N/A,
d9c7cc2d-c828-4137-a5a0-9b2640d11743,Hepatitis B Vaccin Drug,Hepatitis B Vaccin Drug,Hepatitis B Vaccin Drug,Hepatitis B Vaccin Drug,Drug,N/A,
c1765941-f0f9-4e25-85cc-0d42cd4723d0,Paraffin,Paraffin,Paraffin,Paraffin,Drug,N/A,
bf65eb57-21f8-40ee-8ab7-d4895c921d30,Progesterone Drug,Progesterone Drug,Progesterone Drug,Progesterone Drug,Drug,N/A,
2230107f-5dbd-49f2-a475-d3e66e3b0c22,Salicylic Acid,Salicylic Acid,Salicylic Acid,Salicylic Acid,Drug,N/A,
7775a56f-3a9a-4757-b964-09d75ffaefe5,Zinc,Zinc,Zinc,Zinc,Drug,N/A,
a87fbf26-5fb4-4dfc-b2b7-a85b6a2477cf,Sodium Bicarbonate Drug,Sodium Bicarbonate Drug,Sodium Bicarbonate Drug,Sodium Bicarbonate Drug,Drug,N/A,
70f422f1-c40e-4d99-97ea-2401d1682a3f,Anti Rh D Immunoglobulin,Anti Rh D Immunoglobulin,Anti Rh D Immunoglobulin,Anti Rh D Immunoglobulin,Drug,N/A,
