uuid,Members,Answers,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,Normal high,Normal low,Units,Allow decimals,_version:1,_order:1180
53a657c4-36ff-42c4-b07e-5949f193ac5c,,,Prélèvement urétral Cocci par Gram +,Urethral smear Gram + Cocci,Prélèvement urétral Cocci par Gram +,Urethral smear Gram + Cocci,LabTest,Text,,,,,,
b43f3658-81a9-46ad-b5b4-30e4faa2f432,,,Prélèvement urétral Cocci par Gram + Date de résultat,Urethral smear Gram + Cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
8217fd9a-7ad4-41c6-8f5e-2fbb23194dc8,,,Prélèvement urétral Cocci par Gram -,Urethral smear Gram - Cocci,Prélèvement urétral Cocci par Gram -,Urethral smear Gram - Cocci,LabTest,Text,,,,,,
ffa5824f-563e-4649-814b-5f0ae3060a06,,,Prélèvement urétral Cocci par Gram - Date de résultat,Urethral smear Gram - Cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
dfc60a56-4ba8-4e35-b928-479bdf9f6ff7,,,Prélèvement urétral Germe isolé,Urethral smear Identified germ,Prélèvement urétral Germe isolé,Urethral smear Identified germ,LabTest,Text,,,,,,
214a3b6e-3c92-4b27-95fa-33e179618154,,,Prélèvement urétral Germe isolé Date de résultat,Urethral smear Identified germ Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
6dd6b46c-cc13-4292-a930-ed52c8c8bad9,,,Prélèvement urétral Antibiograme S.I.R,Urethral smear Antibiogram S.I.R,Prélèvement urétral Antibiograme S.I.R,Urethral smear Antibiogram S.I.R,LabTest,Text,,,,,,
dedbbb53-0a57-40ae-9e41-807ca70f9028,,,Prélèvement urétral Antibiograme S.I.R Date de résultat,Urethral smear Antibiogram S.I.R Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
05c1aef3-6520-4e57-8829-dd299bc0c1cc,,,Prélèvement urétral Aspect macroscopique,Urethral smear Aspect macroscopique,Prélèvement urétral Aspect macroscopique,Urethral smear Aspect macroscopique,LabTest,Text,,,,,,
1b538dec-513a-4f1a-bc66-f295e706f022,,,Prélèvement urétral Aspect macroscopique Date de résultat,Urethral smear Aspect macroscopique Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
e7ae6420-092f-4279-b794-d6b1254de1f0,,,Prélèvement urétral Hematies,Urethral smear Hematies,Prélèvement urétral Hematies,Urethral smear Hematies,LabTest,Text,,,,,,
00701b9f-d4f3-4985-ace3-a19c449fcf97,,,Prélèvement urétral Hematies Date de résultat,Urethral smear Hematies Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
1706185d-dcd4-4b25-826c-7fd8a90b51c5,,,Prélèvement urétral Cylindre,Urethral smear Cylindre,Prélèvement urétral Cylindre,Urethral smear Cylindre,LabTest,Text,,,,,,
79ef761a-873d-4bd8-9e52-dbd33126842a,,,Prélèvement urétral Cylindre Date de résultat,Urethral smear Cylindre Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
1ed44358-29e2-448c-bb31-77ca69ffc92f,,,Prélèvement urétral Cristaux,Urethral smear Cristaux,Prélèvement urétral Cristaux,Urethral smear Cristaux,LabTest,Text,,,,,,
e30212c1-59a0-4bda-a2bd-56fe9c9ba1d0,,,Prélèvement urétral Cristaux Date de résultat,Urethral smear Cristaux Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
ee69443f-0739-42e2-92f9-446c548ef451,,,Prélèvement urétral Elements levuriformes,Urethral smear Elements levuriformes,Prélèvement urétral Elements levuriformes,Urethral smear Elements levuriformes,LabTest,Text,,,,,,
0e9ccb4a-73da-4c9d-996c-75a468e977fd,,,Prélèvement urétral Elements levuriformes Date de résultat,Urethral smear Elements levuriformes Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9cde4b4a-a138-4e11-9a82-05f74d0d4807,,,Prélèvement urétral Bacteries,Urethral smear Bacteries,Prélèvement urétral Bacteries,Urethral smear Bacteries,LabTest,Text,,,,,,
214205b2-a79c-4a4c-abb8-73fa4f9ac54a,,,Prélèvement urétral Bacteries Date de résultat,Urethral smear Bacteries Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
cfe75f74-6c00-42c8-93ed-d61e833a83da,,,Prélèvement urétral Oeufs de parasites,Urethral smear Oeufs de parasites,Prélèvement urétral Oeufs de parasites,Urethral smear Oeufs de parasites,LabTest,Text,,,,,,
7044e5a2-1845-4a08-b128-7fe80ebcfe55,,,Prélèvement urétral Oeufs de parasites Date de résultat,Urethral smear Oeufs de parasites Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
5a307b42-2ceb-434a-924b-cadf988b7943,,,Prélèvement urétral Celleles vesicales,Urethral smear Celleles vesicales,Prélèvement urétral Celleles vesicales,Urethral smear Celleles vesicales,LabTest,Text,,,,,,
7326b295-5bcc-4ad8-8ae7-bc43f83bb7db,,,Prélèvement urétral Celleles vesicales Date de résultat,Urethral smear Celleles vesicales Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
1003408f-5ede-486e-ab5c-79a65fcab450,Urethral smear Epithelial cells;Urethral smear Epithelial cells Test Date;Urethral smear Leucocytes (WBC);Urethral smear Leucocytes (WBC) Test Date;Urethral smear Yeast;Urethral smear Yeast Test Date;Urethral smear Neisseria diplococci;Urethral smear Neisseria diplococci Test Date;Urethral smear Gram + Bacilli;Urethral smear Gram + Bacilli Test Date;Urethral smear Gram - Bacilli;Urethral smear Gram - Bacilli Test Date;Urethral smear Gram + Cocci;Urethral smear Gram + Cocci Test Date;Urethral smear Gram - Cocci;Urethral smear Gram - Cocci Test Date;Urethral smear Identified germ;Urethral smear Identified germ Test Date;Urethral smear Antibiogram S.I.R;Urethral smear Antibiogram S.I.R Test Date;Urethral smear Aspect macroscopique;Urethral smear Aspect macroscopique Test Date;Urethral smear Hematies;Urethral smear Hematies Test Date;Urethral smear Cylindre;Urethral smear Cylindre Test Date;Urethral smear Cristaux;Urethral smear Cristaux Test Date;Urethral smear Elements levuriformes;Urethral smear Elements levuriformes Test Date;Urethral smear Bacteries;Urethral smear Bacteries Test Date;Urethral smear Oeufs de parasites;Urethral smear Oeufs de parasites Test Date;Urethral smear Celleles vesicales;Urethral smear Celleles vesicales Test Date,,Prélèvement urétral,Urethral smear,Prélèvement urétral,Urethral smear,LabSet,N/A,,,,,,
1087d5dc-fd71-4ae6-8e96-f90a148ca5ee,,,Examen Cyto bactériologique des Urines Cellules épithéliales,Cyto Bacterial exam of urine Epithelial cells,Examen Cyto des Urines Cellules épithéliales,Cyto exam of urine Epithelial cells,LabTest,Text,,,,,,
20294729-6520-4434-a313-718c57a78f01,,,Examen Cyto bactériologique des Urines Cellules épithéliales Date de résultat,Cyto Bacterial exam of urine Epithelial cells Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
ad427b03-f06e-4447-9add-7680971c5399,,,Examen Cyto bactériologique des Urines Bactéries(ml),Cyto Bacterial exam of urine Bacteria (ml),Examen Cyto des Urines Bactéries(ml),Cyto exam of urine Bacteria (ml),LabTest,Text,,,,,,
4ddd4f55-cc66-4b99-90e5-6b824fd356b2,,,Examen Cyto bactériologique des Urines Bactéries(ml) Date de résultat,Cyto Bacterial exam of urine Bacteria (ml) Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
4404f7c8-2a7f-49cb-96a9-689bd4335e0e,,,Examen Cyto bactériologique des Urines Nombre de Leucocytes,Cyto Bacterial exam of urine Number of white blood cells,Examen Cyto des Urines Nombre de Leucocytes,Cyto exam of urine Number of white blood cells,LabTest,Text,,,,,,
bcfd2aef-66e8-4d00-b0fd-8cb3f847764a,,,Examen Cyto bactériologique des Urines Nombre de Leucocytes Date de résultat,Cyto Bacterial exam of urine Number of white blood cells Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
cba89234-d6c3-4070-9aff-e6fa9beff576,,,Examen Cyto bactériologique des Urines Nombre d'Hématies,Cyto Bacterial exam of urine Number of red blood cells,Examen Cyto des Urines Nombre d'Hématies,Cyto exam of urine Number of red blood cells,LabTest,Text,,,,,,
a0b9ced3-5c3c-4154-a7be-f0280dffd8bf,,,Examen Cyto bactériologique des Urines Nombre d'Hématies Date de résultat,Cyto Bacterial exam of urine Number of red blood cells Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
6c9c4c45-6362-4db6-a3ef-c41eab378486,,,Examen Cyto bactériologique des Urines Cristaux,Cyto Bacterial exam of urine Crystals,Examen Cyto des Urines Cristaux,Cyto exam of urine Crystals,LabTest,Text,,,,,,
7bef86e6-4a24-4d74-ace1-54321c3405d0,,,Examen Cyto bactériologique des Urines Cristaux Date de résultat,Cyto Bacterial exam of urine Crystals Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
adabab1c-12de-4210-a967-f6cbe702d24b,,,Examen Cyto bactériologique des Urines Flagellés,Cyto Bacterial exam of urine Flagellés,Examen Cyto des Urines Flagellés,Cyto exam of urine Flagellés,LabTest,Text,,,,,,
0d12b992-797a-4841-a469-f121b0c3106b,,,Examen Cyto bactériologique des Urines Flagellés Date de résultat,Cyto Bacterial exam of urine Flagellés Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
c020b7c2-b8f7-4ac5-bb5b-62e6f1bc0ec6,,,Examen Cyto bactériologique des Urines Levures,Cyto Bacterial exam of urine Yeast,Examen Cyto des Urines Levures,Cyto exam of urine Yeast,LabTest,Text,,,,,,
02bc487b-f561-4f7d-b90a-c79e5d447e09,,,Examen Cyto bactériologique des Urines Levures Date de résultat,Cyto Bacterial exam of urine Yeast Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
e12a68b0-3b3a-42e1-9b46-0a07070dde53,,,Examen Cyto bactériologique des Urines Dénombrement des germes urinaires,Cyto Bacterial exam of urine Urinary germs count,Examen Cyto des Urines Dénombrement des germes urinaires,Cyto exam of urine Urinary germs count,LabTest,Text,,,,,,
e4a0d413-359d-461a-afa1-8da2f7937841,,,Examen Cyto bactériologique des Urines Dénombrement des germes urinaires Date de résultat,Cyto Bacterial exam of urine Urinary germs count Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9f4d0c72-654c-402d-b127-4829ac342351,,,Examen Cyto bactériologique des Urines Germe isolé,Cyto Bacterial exam of urine Isolated germs,Examen Cyto des Urines Germe isolé,Cyto exam of urine Isolated germs,LabTest,Text,,,,,,
897e9747-24e2-4298-9350-4abd255e8784,,,Examen Cyto bactériologique des Urines Germe isolé Date de résultat,Cyto Bacterial exam of urine Isolated germs Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
f3cb2b88-8c0b-437b-a69c-0898adf4df1e,Cyto Bacterial exam of urine Epithelial cells;Cyto Bacterial exam of urine Epithelial cells Test Date;Cyto Bacterial exam of urine Number of white blood cells;Cyto Bacterial exam of urine Number of white blood cells Test Date;Cyto Bacterial exam of urine Crystals;Cyto Bacterial exam of urine Crystals Test Date;Cyto Bacterial exam of urine Yeast;Cyto Bacterial exam of urine Yeast Test Date,,Examen Cyto bactériologique des Urines,Cyto Bacteriological examination of urine,Examen Cyto bactériologique des Urines,Cyto Bacteriological examination of urine,LabSet,N/A,,,,,,
49f4ea04-518f-4aa1-b523-7133aacf5d8a,Cyto Bacterial exam of urine Bacteria (ml);Cyto Bacterial exam of urine Bacteria (ml) Test Date;Cyto Bacterial exam of urine Crystals;Cyto Bacterial exam of urine Crystals Test Date;Cyto Bacterial exam of urine Flagellés;Cyto Bacterial exam of urine Flagellés Test Date;Cyto Bacterial exam of urine Yeast;Cyto Bacterial exam of urine Yeast Test Date;Cyto Bacterial exam of urine Urinary germs count;Cyto Bacterial exam of urine Urinary germs count Test Date;Cyto Bacterial exam of urine Isolated germs;Cyto Bacterial exam of urine Isolated germs Test Date,,Examen Cyto bactériologique des Urines Antibiograme S.I.R,Cyto Bacterial exam of urine Antibiogram S.I.R,Examen Cyto bactériologique des Urines Antibiograme S.I.R,Cyto Bacterial exam of urine Antibiogram S.I.R,LabSet,N/A,,,,,,
c9558bb2-2a41-4d22-a03c-3aca577ddb16,,,Culot Urinaire Cellules épithéliales,Urine Sediments Epithelial cells,Culot Urinaire Cellules épithéliales,Urine Sediments Epithelial cells,LabTest,Text,,,,,,
80df6af2-25a6-4730-b265-5f505ef155ea,,,Culot Urinaire Cellules épithéliales Date de résultat,Urine Sediments Epithelial cells Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
b4146e71-6892-4372-91a8-5e18790f5ebb,,,Culot Urinaire Nombre de Leucocytes pa champ,Urine Sediments Number of leucocytes seen per field,Culot Urinaire Nombre de Leucocytes pa champ,Urine Sediments Number of leucocytes seen per field,LabTest,Text,,,,,,
a0d2247c-e741-4bc9-a94f-b530e3638e3b,,,Culot Urinaire Nombre de Leucocytes pa champ Date de résultat,Urine Sediments Number of leucocytes seen per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
7836a954-abac-40f2-ac26-ca046a48d7ec,,,Culot Urinaire Nombre d'Hématies par champ,Urine Sediments Number of erythrocytes seen per field,Culot Urinaire Nombre d'Hématies par champ,Urine Sediments Number of erythrocytes seen per field,LabTest,Text,,,,,,
fa7c518b-3acf-4acd-9b7a-a055ec279b88,,,Culot Urinaire Nombre d'Hématies par champ Date de résultat,Urine Sediments Number of erythrocytes seen per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
0d87c1fe-cfc3-410c-9b9b-5c449f34b08e,,,Culot Urinaire Cristaux,Urine Sediments Crystals,Culot Urinaire Cristaux,Urine Sediments Crystals,LabTest,Text,,,,,,
a4dea335-c6e1-4b81-8426-39164a51ef87,,,Culot Urinaire Cristaux Date de résultat,Urine Sediments Crystals Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
7eed29e4-49ec-4e49-a9e5-c4447087b4af,,,Culot Urinaire Flagellés,Urine Sediments Flagellates,Culot Urinaire Flagellés,Urine Sediments Flagellates,LabTest,Text,,,,,,
8cd2a13e-12ea-44ee-a945-6fea327a2ae3,,,Culot Urinaire Flagellés Date de résultat,Urine Sediments Flagellates Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
f7cbedde-9468-4b59-8ca3-505699093a4c,,,Culot Urinaire Levures,Urine Sediments Yeast cells,Culot Urinaire Levures,Urine Sediments Yeast cells,LabTest,Text,,,,,,
270e1025-2bee-4066-8fe5-59e2dfcd95d5,,,Culot Urinaire Levures Date de résultat,Urine Sediments Yeast cells Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
d8382012-7607-4147-895c-3c2ef427d3e2,,,Culot Urinaire Bactéries,Urine Sediments Bacteria,Culot Urinaire Bactéries,Urine Sediments Bacteria,LabTest,Text,,,,,,
5161a11b-8b9c-40d4-8cb1-f37a7c284a6d,,,Culot Urinaire Bactéries Date de résultat,Urine Sediments Bacteria Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
55cfd235-3b29-461c-adab-3a6b8882ebe0,Urine Sediments Epithelial cells;Urine Sediments Epithelial cells Test Date;Urine Sediments Number of leucocytes seen per field;Urine Sediments Number of leucocytes seen per field Test Date;Urine Sediments Number of erythrocytes seen per field;Urine Sediments Number of erythrocytes seen per field Test Date;Urine Sediments Crystals;Urine Sediments Crystals Test Date;Urine Sediments Flagellates;Urine Sediments Flagellates Test Date;Urine Sediments Yeast cells;Urine Sediments Yeast cells Test Date;Urine Sediments Bacteria;Urine Sediments Bacteria Test Date,,Culot Urinaire,Urine Sediments,Culot Urinaire,Urine Sediments,LabSet,N/A,,,,,,
ad885b06-6ab2-4a06-b1ec-277fec03bd9f,,,LCR Aspect,CSF Aspect,LCR Aspect,CSF Aspect,LabTest,Text,,,,,,
96ca8bc7-2bb0-4b1e-95ee-e3dc11fbee8c,,,LCR Aspect Date de résultat,CSF Aspect Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
2cfe0046-7526-44d7-8a9d-8c9f7f2a1554,,,LCR Nombre de cellules épithéliales par ml,CSF Number of epithelial cells per ml,LCR Nombre de cellules épithéliales par ml,CSF Number of epithelial cells per ml,LabTest,Text,,,,,,
f49a72ab-2f41-45b4-8dc8-3e9105542daa,,,LCR Nombre de cellules épithéliales par ml Date de résultat,CSF Number of epithelial cells per ml Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
40d6e372-cda6-4787-9448-6c7468da17bc,,,LCR Nombre de Leucocytes per ml,CSF Number of leucocytes per ml,LCR Nombre de Leucocytes per ml,CSF Number of leucocytes per ml,LabTest,Text,,,,,,
08644907-d4f6-4710-8407-f2f6c1379047,,,LCR Nombre de Leucocytes per ml Date de résultat,CSF Number of leucocytes per ml Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
faf907aa-9c50-4675-93f5-50b3d1bf5757,,,LCR Nombre d'Hématies per ml,CSF Number of erythrocytes per ml,LCR Nombre d'Hématies per ml,CSF Number of erythrocytes per ml,LabTest,Text,,,,,,
57923930-46f2-4926-8eaa-93b9d5fbbd07,,,LCR Nombre d'Hématies per ml Date de résultat,CSF Number of erythrocytes per ml Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9135a379-0c4a-4d94-8fbb-1dd847ddb92e,,,LCR Cryptococcus,CSF Cryptococcus,LCR Cryptococcus,CSF Cryptococcus,LabTest,Text,,,,,,
8b15ef6b-392e-4cd1-9245-b949463f437b,,,LCR Cryptococcus Date de résultat,CSF Cryptococcus Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
c5cf1766-aa57-44ea-b827-63761d7e96dc,,,LCR Germe isolé,CSF Identified germ,LCR Germe isolé,CSF Identified germ,LabTest,Text,,,,,,
a55af002-c29e-4f1a-ab27-94341be8af63,,,LCR Germe isolé Date de résultat,CSF Identified germ Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
6136847a-4a91-4b42-94d8-f82e56e1eda1,,,LCR Antibiograme,CSF Antibiogram,LCR Antibiograme,CSF Antibiogram,LabTest,Text,,,,,,
ac8ec626-0a44-4515-a537-a2adfd701ad7,,,LCR Antibiograme Date de résultat,CSF Antibiogram Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
7a47d92e-2474-462e-83b3-c78cd60f0eff,CSF Aspect;CSF Aspect Test Date;CSF Number of epithelial cells per ml;CSF Number of epithelial cells per ml Test Date;CSF Number of leucocytes per ml;CSF Number of leucocytes per ml Test Date;CSF Number of erythrocytes per ml;CSF Number of erythrocytes per ml Test Date;CSF Cryptococcus;CSF Cryptococcus Test Date;CSF Identified germ;CSF Identified germ Test Date;CSF Antibiogram;CSF Antibiogram Test Date,,Liquide Céphalo-rachidien,Cerebro-spinal fluid,liquide Céphalo-rachidien,Cerebro-spinal fluid,LabSet,N/A,,,,,,
48ac9b1a-4048-4273-8d8b-d3cd02ed409a,,,Liquide de Ponction Aspect,Puncture liquid Aspect,Liquide de Ponction Aspect,Puncture liquid Aspect,LabTest,Text,,,,,,
6b8e2162-3b52-48f6-815a-3c9418f74768,,,Liquide de Ponction Aspect Date de résultat,Puncture liquid Aspect Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
59f5a52f-1bb7-4334-8b2b-400123a02dc8,,,Liquide de Ponction Cytologie,Puncture liquid Cytology,Liquide de Ponction Cytologie,Puncture liquid Cytology,LabTest,Text,,,,,,
23cf779b-06ed-4bff-a4a3-5f5140fba41d,,,Liquide de Ponction Cytologie Date de résultat,Puncture liquid Cytology Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
ed3e55a4-958b-4a8d-ba60-516dc80b34e2,,,Liquide de Ponction Biochimie,Puncture liquid Biochemestry,Liquide de Ponction Biochimie,Puncture liquid Biochemestry,LabTest,Text,,,,,,
2799a595-7d00-4277-bba3-6bd62ca53f03,,,Liquide de Ponction Biochimie Date de résultat,Puncture liquid Biochemestry Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
5025f25f-dd50-4c8c-aff2-883949f5a920,,,Liquide de Ponction Levures par champ,Puncture liquid Yeast cells per field,Liquide de Ponction Levures par champ,Puncture liquid Yeast cells per field,LabTest,Text,,,,,,
44780c26-fc8c-40dc-b542-bf0b2874aee9,,,Liquide de Ponction Levures par champ Date de résultat,Puncture liquid Yeast cells per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
c3683202-7330-40bf-b0bb-c6328c9f067b,,,Liquide de Ponction Bacilles Gram +,Puncture liquid Gram + bacilli,Liquide de Ponction Bacilles Gram +,Puncture liquid Gram + bacilli,LabTest,Text,,,,,,
7a3ac47b-6158-4137-8e11-0f0137659d8e,,,Liquide de Ponction Bacilles Gram + Date de résultat,Puncture liquid Gram + bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
d2b39f4e-229d-4ccc-a9dc-52828836dac8,,,Liquide de Ponction Bacilles Gram -,Puncture liquid Gram - bacilli,Liquide de Ponction Bacilles Gram -,Puncture liquid Gram - bacilli,LabTest,Text,,,,,,
7d084de4-c9d2-4da5-8a06-3d41e788bdc0,,,Liquide de Ponction Bacilles Gram - Date de résultat,Puncture liquid Gram - bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
5d29716f-8cc3-42df-9fbb-3ef05f9a99e4,,,Liquide de Ponction Cocci Gram +,Puncture liquid Gram + cocci,Liquide de Ponction Cocci Gram +,Puncture liquid Gram + cocci,LabTest,Text,,,,,,
7bc43163-45f1-4318-805f-c254fae7819b,,,Liquide de Ponction Cocci Gram + Date de résultat,Puncture liquid Gram + cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
94596111-97ac-4815-8795-ce1387f00701,,,Liquide de Ponction Cocci Gram -,Puncture liquid Gram - cocci,Liquide de Ponction Cocci Gram -,Puncture liquid Gram - cocci,LabTest,Text,,,,,,
7090bc0b-5cd0-4089-be6b-dd0df69ae89d,,,Liquide de Ponction Cocci Gram - Date de résultat,Puncture liquid Gram - cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
5702c5a4-b7b3-468f-a42b-f6b8db49010c,,,Liquide de Ponction Germe isolé,Puncture liquid Identified germ,Liquide de Ponction Germe isolé,Puncture liquid Identified germ,LabTest,Text,,,,,,
db55f163-98d0-41c9-875c-415ae920f946,,,Liquide de Ponction Germe isolé Date de résultat,Puncture liquid Identified germ Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
30f3e6f1-b270-4312-a60e-26af780c8a4f,,,Liquide de Ponction Antibiograme,Puncture liquid Antibiogram,Liquide de Ponction Antibiograme,Puncture liquid Antibiogram,LabTest,Text,,,,,,
e6e1fb5f-8207-4cd7-b67d-836d605df57f,,,Liquide de Ponction Antibiograme Date de résultat,Puncture liquid Antibiogram Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
a5242fcd-50b1-4ee0-ba97-62a4852778c5,Puncture liquid Aspect;Puncture liquid Aspect Test Date;Puncture liquid Cytology;Puncture liquid Cytology Test Date;Puncture liquid Biochemestry;Puncture liquid Biochemestry Test Date;Puncture liquid Yeast cells per field;Puncture liquid Yeast cells per field Test Date;Puncture liquid Gram + bacilli;Puncture liquid Gram + bacilli Test Date;Puncture liquid Gram - bacilli;Puncture liquid Gram - bacilli Test Date;Puncture liquid Gram + cocci;Puncture liquid Gram + cocci Test Date;Puncture liquid Gram - cocci;Puncture liquid Gram - cocci Test Date;Puncture liquid Identified germ;Puncture liquid Identified germ Test Date;Puncture liquid Antibiogram;Puncture liquid Antibiogram Test Date,,Liquide de Ponction,Puncture liquid,Liquide de Ponction,Puncture liquid,LabSet,N/A,,,,,,
236a7989-19ac-409b-9bad-404ae0d1602e,,,Exudats-Crachats Aspect,Sputum excudates Aspect,Exudats-Crachats Aspect,Sputum excudates Aspect,LabTest,Text,,,,,,
0507b95e-3dfd-43b5-b861-80a5374e2d5f,,,Exudats-Crachats Aspect Date de résultat,Sputum excudates Aspect Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
c40a66f6-3a36-47dd-a381-8ea7d65acf08,,,Exudats-Crachats Cellules épithéliales par champ,Sputum excudates Epithelial cells per field,Exudats-Crachats Cellules épithéliales par champ,Sputum excudates Epithelial cells per field,LabTest,Text,,,,,,
a56e39ac-b893-4980-b874-496ddf7943c7,,,Exudats-Crachats Cellules épithéliales par champ Date de résultat,Sputum excudates Epithelial cells per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
c1ac3abb-6e39-4346-9b47-b10c28edbb57,,,Exudats-Crachats Leucocytes par champ,Sputum excudates Leucocytes per field,Exudats-Crachats Leucocytes par champ,Sputum excudates Leucocytes per field,LabTest,Text,,,,,,
6eef7c53-41d1-420b-b3c9-c054a73f77de,,,Exudats-Crachats Leucocytes par champ Date de résultat,Sputum excudates Leucocytes per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
9085d010-8be0-414f-a653-fab2d26a1720,,,Exudats-Crachats Levures par champ,Sputum excudates Yeast cells per field,Exudats-Crachats Levures par champ,Sputum excudates Yeast cells per field,LabTest,Text,,,,,,
afb17f39-175f-4729-aac1-531f2d955a63,,,Exudats-Crachats Levures par champ Date de résultat,Sputum excudates Yeast cells per field Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
b651de88-deae-4d1a-9f4d-2d38da30eb29,,,Exudats-Crachats Bacilles Gram +,Sputum excudates Gram + bacilli,Exudats-Crachats Bacilles Gram +,Sputum excudates Gram + bacilli,LabTest,Text,,,,,,
dcd491ec-06b2-45f3-a1b1-54fd78b7bbcf,,,Exudats-Crachats Bacilles Gram + Date de résultat,Sputum excudates Gram + bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
0a08317f-c691-4437-908d-f178b6e8becd,,,Exudats-Crachats Bacilles Gram -,Sputum excudates Gram - bacilli,Exudats-Crachats Bacilles Gram -,Sputum excudates Gram - bacilli,LabTest,Text,,,,,,
67d0be5b-3ee7-459e-afc3-2fd6927b0a44,,,Exudats-Crachats Bacilles Gram - Date de résultat,Sputum excudates Gram - bacilli Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
4a506986-81f4-4393-a079-9005519c2513,,,Exudats-Crachats Cocci Gram +,Sputum excudates Gram + cocci,Exudats-Crachats Cocci Gram +,Sputum excudates Gram + cocci,LabTest,Text,,,,,,
504c150f-bfec-4c5b-9b42-ee6adbc1fb7f,,,Exudats-Crachats Cocci Gram + Date de résultat,Sputum excudates Gram + cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
8ec14e66-7de6-4fd8-95d7-93f39c4caf75,,,Exudats-Crachats Cocci Gram -,Sputum excudates Gram - cocci,Exudats-Crachats Cocci Gram -,Sputum excudates Gram - cocci,LabTest,Text,,,,,,
a65e0c84-9106-4218-880c-892aa1bef10a,,,Exudats-Crachats Cocci Gram - Date de résultat,Sputum excudates Gram - cocci Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
b24aff65-7c58-42df-be92-c977e0ade835,,,Exudats-Crachats Germe isolé,Sputum excudates Identified germ,Exudats-Crachats Germe isolé,Sputum excudates Identified germ,LabTest,Text,,,,,,
2b80dcc5-669f-46b8-a467-37a72e203ba3,,,Exudats-Crachats Germe isolé Date de résultat,Sputum excudates Identified germ Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
03b33133-7417-4d55-b11e-243ddbaa356c,,,Sputum analysis,Sputum analysis,Sputum analysis,Sputum analysis,LabTest,Text,,,,yes,,
cd6ea27d-2b9f-49f7-964a-f5cd08ed0e7c,,,Sputum analysis Date de résultat,Sputum analysis Test Date,Date de résultat,Test Date,Misc,Date,,,,,,
